target_id	length	eff_length	est_counts	tpm
TRINITY_DN30025_c0_g1_i1	208	26.6213	2	5.14427
TRINITY_DN30024_c0_g1_i1	420	160.519	3	1.27973
TRINITY_DN30077_c0_g1_i1	384	131.161	3	1.56617
TRINITY_DN30045_c0_g1_i1	266	51.9395	3	3.955
TRINITY_DN30047_c0_g1_i1	212	28.0193	3	7.3314
TRINITY_DN30076_c0_g1_i1	217	29.8418	4	9.17821
TRINITY_DN30099_c0_g1_i1	233	36.3577	2	3.76666
TRINITY_DN30002_c0_g1_i1	302	72.6562	2	1.88486
TRINITY_DN30092_c0_g1_i1	254	45.8338	2	2.9879
TRINITY_DN30044_c0_g1_i1	247	42.4902	3	4.83454
TRINITY_DN30055_c0_g1_i1	329	90.3788	3	2.27288
TRINITY_DN30001_c0_g1_i1	267	52.4338	15	19.5886
TRINITY_DN30064_c0_g1_i1	247	42.4902	2	3.22303
TRINITY_DN30069_c0_g1_i1	255	46.3176	3	4.43505
TRINITY_DN30034_c0_g1_i1	381	128.868	3	1.59404
TRINITY_DN30100_c0_g1_i1	296	68.9616	2	1.98584
TRINITY_DN30054_c0_g1_i1	232	35.9289	4	7.62323
TRINITY_DN30010_c0_g1_i1	263	50.4316	2	2.7155
TRINITY_DN30018_c0_g1_i1	541	270.075	5	1.26768
TRINITY_DN30012_c0_g1_i1	277	57.8489	2	2.36732
TRINITY_DN30071_c0_g1_i1	300	71.3869	2	1.91838
TRINITY_DN30060_c0_g1_i1	248	42.923	3	4.78579
TRINITY_DN30027_c0_g1_i1	241	39.8083	2	3.44017
TRINITY_DN30022_c0_g1_i1	235	37.1378	3	5.5313
TRINITY_DN30088_c0_g1_i1	361	113.528	3	1.80943
TRINITY_DN30036_c0_g1_i1	218	30.2848	2	4.52197
TRINITY_DN30062_c0_g1_i1	268	52.9985	2	2.58398
TRINITY_DN30038_c0_g1_i1	250	43.9205	2	3.11807
TRINITY_DN30021_c0_g1_i1	259	48.3518	2	2.83231
TRINITY_DN30068_c0_g1_i1	300	71.3869	4	3.83676
TRINITY_DN30058_c0_g1_i1	220	31.0536	5	11.025
TRINITY_DN30043_c0_g1_i1	259	48.3518	2	2.83231
TRINITY_DN30059_c0_g1_i1	262	49.8956	2	2.74467
TRINITY_DN30098_c0_g1_i1	250	43.9205	2	3.11807
TRINITY_DN30096_c0_g1_i1	273	55.6101	3	3.69395
TRINITY_DN30029_c0_g1_i1	329	90.3788	3	2.27288
TRINITY_DN30015_c0_g1_i1	299	70.7628	2	1.9353
TRINITY_DN30040_c0_g1_i1	383	130.405	4	2.10033
TRINITY_DN30084_c0_g1_i1	202	24.5648	2	5.57494
TRINITY_DN30065_c0_g1_i1	245	41.5873	2	3.29301
TRINITY_DN1548_c0_g1_i1	1605	1330.26	290.442	14.9501
TRINITY_DN1548_c0_g1_i2	1591	1316.26	330.558	17.196
TRINITY_DN1532_c0_g1_i1	2812	2537.26	2107	56.862
TRINITY_DN1589_c0_g1_i1	2929	2654.26	3569	92.0715
TRINITY_DN1568_c0_g1_i4	4048	3773.26	151.371	2.74693
TRINITY_DN1568_c0_g1_i1	4064	3789.26	265.187	4.79203
TRINITY_DN1568_c0_g1_i6	4045	3770.26	230.222	4.18117
TRINITY_DN1568_c0_g1_i7	4033	3758.26	373.191	6.79934
TRINITY_DN1568_c0_g1_i2	4067	3792.26	175.03	3.16037
TRINITY_DN1546_c0_g1_i1	399	143.139	5	2.39185
TRINITY_DN1546_c0_g2_i1	1223	948.262	609	43.9756
TRINITY_DN1500_c0_g1_i1	5150	4875.26	356.097	5.00142
TRINITY_DN1500_c0_g1_i2	5286	5011.26	208.903	2.85443
TRINITY_DN1500_c0_g2_i1	224	32.6752	2	4.19117
TRINITY_DN1588_c0_g1_i3	3879	3604.26	547.115	10.3941
TRINITY_DN1588_c0_g1_i1	3885	3610.26	594.885	11.2828
TRINITY_DN1561_c0_g1_i1	1302	1027.26	4397	293.088
TRINITY_DN1587_c0_g1_i8	1827	1552.26	275.096	12.1351
TRINITY_DN1587_c0_g1_i3	5474	5199.26	100.402	1.32228
TRINITY_DN1587_c0_g1_i6	5520	5245.26	64.7745	0.845589
TRINITY_DN1587_c0_g1_i1	5454	5179.26	186.225	2.46203
TRINITY_DN1587_c0_g1_i5	5496	5221.26	133.785	1.75451
TRINITY_DN1587_c0_g1_i4	5513	5238.26	125.885	1.64554
TRINITY_DN1587_c0_g1_i7	5471	5196.26	175.444	2.31191
TRINITY_DN1587_c0_g1_i2	5457	5182.26	106.687	1.40966
TRINITY_DN1530_c0_g1_i1	2877	2602.26	154.426	4.06343
TRINITY_DN1530_c0_g1_i2	2808	2533.26	227.574	6.15127
TRINITY_DN1571_c0_g1_i2	3570	3295.26	389.803	8.09986
TRINITY_DN1571_c0_g1_i1	3571	3296.26	524.197	10.8892
TRINITY_DN1597_c0_g1_i4	2785	2510.26	209.501	5.71465
TRINITY_DN1597_c0_g1_i2	2777	2502.26	262.168	7.17415
TRINITY_DN1597_c0_g1_i3	1600	1325.26	3.33083	0.172097
TRINITY_DN1564_c0_g1_i3	6613	6338.26	186.89	2.01901
TRINITY_DN1564_c0_g1_i2	5941	5666.26	613.74	7.41669
TRINITY_DN1564_c0_g1_i1	6543	6268.26	1087.37	11.8783
TRINITY_DN1564_c1_g1_i5	2180	1905.26	24.9776	0.897675
TRINITY_DN1564_c1_g1_i7	803	528.318	11.3224	1.46746
TRINITY_DN1564_c1_g1_i3	2192	1917.26	127.374	4.54905
TRINITY_DN1564_c1_g1_i1	868	593.288	4.32621	0.499303
TRINITY_DN1564_c1_g2_i2	2338	2063.26	379.838	12.6057
TRINITY_DN1564_c1_g2_i3	2846	2571.26	107.19	2.85451
TRINITY_DN1564_c1_g2_i1	2446	2171.26	322.972	10.1853
TRINITY_DN1528_c0_g1_i2	3235	2960.26	918.79	21.2524
TRINITY_DN1528_c0_g1_i1	3765	3490.26	283.853	5.56875
TRINITY_DN1528_c0_g1_i3	5071	4796.26	270.017	3.85488
TRINITY_DN1528_c0_g1_i4	5095	4820.26	93.3401	1.32593
TRINITY_DN1503_c0_g1_i2	734	459.43	252.838	37.683
TRINITY_DN1503_c0_g1_i1	740	465.424	279.162	41.0706
TRINITY_DN1537_c0_g1_i1	1501	1226.26	9321	520.478
TRINITY_DN1524_c0_g1_i1	1796	1521.26	1071	48.2068
TRINITY_DN1583_c0_g1_i3	4767	4492.26	1296.04	19.755
TRINITY_DN1583_c0_g1_i2	4649	4374.26	1513.17	23.6868
TRINITY_DN1583_c0_g1_i1	4742	4467.26	97.7821	1.49879
TRINITY_DN1551_c0_g1_i1	3088	2813.26	87.6242	2.13273
TRINITY_DN1551_c0_g1_i4	2934	2659.26	720.859	18.5614
TRINITY_DN1551_c0_g1_i3	1998	1723.26	154.645	6.14477
TRINITY_DN1551_c0_g1_i2	2767	2492.26	205.872	5.65623
TRINITY_DN1555_c0_g1_i2	1299	1024.26	49.8801	3.33456
TRINITY_DN1555_c0_g1_i4	1876	1601.26	82.7524	3.53868
TRINITY_DN1555_c0_g1_i1	319	83.6778	2.36748	1.93731
TRINITY_DN1517_c0_g1_i1	1596	1321.26	198.908	10.3083
TRINITY_DN1517_c0_g1_i3	1071	796.262	2860.33	245.971
TRINITY_DN1517_c0_g1_i2	1664	1389.26	157.758	7.77555
TRINITY_DN1506_c0_g1_i1	1861	1586.26	1150	49.6416
TRINITY_DN1522_c0_g1_i1	4006	3731.26	794	14.5709
TRINITY_DN1586_c0_g1_i2	3081	2806.26	598.336	14.5996
TRINITY_DN1586_c0_g1_i3	3082	2807.26	74.9016	1.82697
TRINITY_DN1586_c0_g1_i1	3053	2778.26	92.607	2.28241
TRINITY_DN1586_c0_g1_i4	3052	2777.26	466.155	11.4931
TRINITY_DN1549_c0_g1_i1	3451	3176.26	1095	23.6059
TRINITY_DN1592_c0_g1_i4	1493	1218.26	79.0183	4.44129
TRINITY_DN1592_c0_g1_i2	1419	1144.26	467.268	27.9617
TRINITY_DN1592_c0_g1_i1	1504	1229.26	26.8484	1.49554
TRINITY_DN1592_c0_g1_i3	1570	1295.26	72.8653	3.852
TRINITY_DN1512_c0_g1_i1	4441	4166.26	518.533	8.52222
TRINITY_DN1512_c0_g1_i2	4480	4205.26	338.467	5.51119
TRINITY_DN1512_c0_g2_i1	5719	5444.26	700.726	8.81316
TRINITY_DN1512_c0_g2_i2	5765	5490.26	550.274	6.86292
TRINITY_DN1513_c0_g1_i1	1108	833.262	1149	94.4194
TRINITY_DN1593_c0_g1_i1	3516	3241.26	936.646	19.7872
TRINITY_DN1593_c0_g1_i2	3539	3264.26	580.354	12.1739
TRINITY_DN1595_c0_g1_i1	1012	737.262	2062	191.509
TRINITY_DN1558_c0_g1_i2	1999	1724.26	70.0651	2.78241
TRINITY_DN1558_c0_g1_i4	1955	1680.26	211.629	8.62424
TRINITY_DN1558_c0_g1_i1	2981	2706.26	69.5828	1.76058
TRINITY_DN1558_c0_g1_i3	484	216.965	8.72318	2.75301
TRINITY_DN1558_c0_g2_i1	724	449.473	8	1.21873
TRINITY_DN1566_c0_g1_i1	2580	2305.26	3005	89.2579
TRINITY_DN1562_c0_g1_i1	1970	1695.26	643.05	25.9735
TRINITY_DN1562_c0_g1_i2	1929	1654.26	148.95	6.16538
TRINITY_DN1540_c0_g1_i1	1696	1421.26	630	30.3521
TRINITY_DN1540_c0_g2_i2	415	156.351	14.244	6.23815
TRINITY_DN1540_c0_g2_i1	377	125.755	95.756	52.139
TRINITY_DN1516_c0_g1_i2	2555	2280.26	291.688	8.75903
TRINITY_DN1516_c0_g1_i1	2388	2113.26	1630.31	52.8251
TRINITY_DN1536_c0_g1_i1	2156	1881.26	593.481	21.6013
TRINITY_DN1536_c0_g1_i2	2701	2426.26	130.519	3.68349
TRINITY_DN1575_c0_g1_i1	679	404.707	8	1.35354
TRINITY_DN1575_c0_g2_i1	4147	3872.26	789	13.952
TRINITY_DN1563_c0_g1_i2	8516	8241.26	9.34294	0.0776269
TRINITY_DN1563_c0_g1_i1	9186	8911.26	202.803	1.55832
TRINITY_DN1563_c0_g1_i7	2971	2696.26	435.854	11.0688
TRINITY_DN1547_c0_g1_i1	1292	1017.26	616	41.4639
TRINITY_DN1596_c0_g1_i1	959	684.262	813	81.3562
TRINITY_DN1591_c0_g1_i2	934	659.262	108.985	11.3196
TRINITY_DN1591_c0_g1_i1	921	646.271	175.015	18.5431
TRINITY_DN1510_c0_g1_i1	1968	1693.26	556.143	22.4898
TRINITY_DN1510_c0_g1_i2	2014	1739.26	170.461	6.71093
TRINITY_DN1510_c0_g1_i3	2157	1882.26	225.167	8.19121
TRINITY_DN1510_c0_g1_i4	2203	1928.26	72.2289	2.56488
TRINITY_DN1557_c0_g1_i1	2414	2139.26	338.899	10.8475
TRINITY_DN1557_c0_g1_i2	2456	2181.26	264.101	8.29059
TRINITY_DN1554_c0_g1_i1	4334	4059.26	856	14.4394
TRINITY_DN1560_c0_g1_i1	1404	1129.26	223.203	13.5341
TRINITY_DN1560_c0_g1_i2	1385	1110.26	445.797	27.4938
TRINITY_DN1502_c0_g1_i1	3394	3119.26	617	13.5443
TRINITY_DN1515_c0_g1_i1	1606	1331.26	58.9648	3.03286
TRINITY_DN1515_c0_g1_i3	1991	1716.26	99.2757	3.96079
TRINITY_DN1515_c0_g1_i2	1843	1568.26	1295.76	56.5755
TRINITY_DN1545_c0_g1_i2	1689	1414.26	124.489	6.02729
TRINITY_DN1545_c0_g1_i1	1743	1468.26	234.678	10.9444
TRINITY_DN1545_c0_g1_i3	1618	1343.26	12.8335	0.654197
TRINITY_DN1556_c0_g1_i1	4677	4402.26	520.536	8.0965
TRINITY_DN1556_c0_g1_i2	4657	4382.26	1026.46	16.0387
TRINITY_DN1556_c0_g2_i1	262	49.8956	2	2.74467
TRINITY_DN1538_c0_g1_i8	3209	2934.26	464.494	10.8394
TRINITY_DN1538_c0_g1_i2	8573	8298.26	407.982	3.36648
TRINITY_DN1538_c0_g1_i3	7881	7606.26	362.111	3.25982
TRINITY_DN1538_c0_g1_i7	2019	1744.26	181.778	7.13595
TRINITY_DN1538_c0_g1_i5	2789	2514.26	399.237	10.8728
TRINITY_DN1538_c0_g1_i4	958	683.262	182.155	18.2547
TRINITY_DN1538_c0_g1_i6	6265	5990.26	1039.74	11.8851
TRINITY_DN1538_c0_g1_i1	10421	10146.3	452.499	3.05376
TRINITY_DN1553_c0_g1_i1	680	405.696	685	115.615
TRINITY_DN1511_c0_g1_i1	1581	1306.26	736	38.5807
TRINITY_DN1507_c0_g1_i2	2053	1778.26	257.435	9.91277
TRINITY_DN1507_c0_g1_i1	2088	1813.26	351.565	13.276
TRINITY_DN1585_c0_g1_i9	1700	1425.26	23.5313	1.13051
TRINITY_DN1585_c0_g1_i10	883	608.288	150.229	16.9109
TRINITY_DN1585_c0_g1_i7	1622	1347.26	39.1069	1.98758
TRINITY_DN1585_c0_g1_i2	773	498.353	0	0
TRINITY_DN1585_c0_g1_i13	658	383.942	21	3.74522
TRINITY_DN1585_c0_g1_i4	1306	1031.26	78.1611	5.18972
TRINITY_DN1585_c0_g1_i16	605	331.844	2.80138	0.578045
TRINITY_DN1585_c0_g1_i12	1650	1375.26	39.5796	1.97065
TRINITY_DN1585_c0_g1_i15	1334	1059.26	77.5858	5.01536
TRINITY_DN1585_c0_g1_i3	1241	966.262	12.6904	0.899297
TRINITY_DN1585_c0_g1_i14	1269	994.262	13.3448	0.919042
TRINITY_DN1585_c0_g1_i8	1766	1491.26	58.9694	2.70767
TRINITY_DN1590_c0_g1_i3	2377	2102.26	780.146	25.4104
TRINITY_DN1590_c0_g1_i4	872	597.288	151.765	17.3985
TRINITY_DN1590_c0_g1_i5	2349	2074.26	2360.09	77.909
TRINITY_DN1572_c0_g1_i1	227	33.849	2	4.04582
TRINITY_DN1572_c0_g2_i1	3062	2787.26	344	8.45091
TRINITY_DN1559_c0_g1_i1	4207	3932.26	1360	23.682
TRINITY_DN1509_c0_g1_i1	2734	2459.26	940	26.1725
TRINITY_DN1577_c0_g1_i1	804	529.318	340	43.983
TRINITY_DN1544_c0_g1_i2	2258	1983.26	126.431	4.3651
TRINITY_DN1544_c0_g1_i3	2302	2027.26	123.642	4.17617
TRINITY_DN1544_c1_g1_i1	201	24.242	3	8.47375
TRINITY_DN1529_c0_g1_i2	1875	1600.26	297.698	12.7382
TRINITY_DN1529_c0_g1_i1	1759	1484.26	272.302	12.5621
TRINITY_DN1504_c0_g1_i1	2319	2044.26	504	16.8817
TRINITY_DN1527_c0_g1_i1	692	417.59	612	100.352
TRINITY_DN1542_c0_g1_i3	1395	1120.26	106.599	6.51564
TRINITY_DN1542_c0_g1_i4	2579	2304.26	96.9152	2.87994
TRINITY_DN1542_c0_g1_i1	1370	1095.26	106.369	6.64998
TRINITY_DN1542_c0_g1_i2	2604	2329.26	97.1164	2.85494
TRINITY_DN1526_c0_g1_i1	1461	1186.26	1417	81.7922
TRINITY_DN1598_c0_g1_i1	2094	1819.26	1186	44.6388
TRINITY_DN1582_c0_g2_i7	3866	3591.26	1048.85	19.9982
TRINITY_DN1582_c0_g2_i11	9236	8961.26	432.914	3.30792
TRINITY_DN1582_c0_g2_i4	665	390.858	19.1699	3.35834
TRINITY_DN1582_c0_g2_i3	2269	1994.26	9.2688	0.318247
TRINITY_DN1582_c0_g2_i1	712	437.509	89.5418	14.014
TRINITY_DN1582_c0_g2_i10	9257	8982.26	201.652	1.53723
TRINITY_DN1582_c0_g2_i8	641	367.17	7.1531	1.33398
TRINITY_DN1582_c0_g1_i3	1630	1355.26	368.731	18.6299
TRINITY_DN1582_c0_g1_i2	1919	1644.26	80.8367	3.36636
TRINITY_DN1582_c1_g1_i1	1184	909.262	39	2.93696
TRINITY_DN1582_c3_g1_i1	223	32.2913	0	0
TRINITY_DN1514_c0_g1_i1	2700	2425.26	1132	31.9603
TRINITY_DN1505_c0_g1_i2	1156	881.262	23495.4	1825.58
TRINITY_DN1505_c0_g1_i1	1147	872.262	25.6454	2.01319
TRINITY_DN1569_c0_g1_i1	2133	1858.26	2137	78.7445
TRINITY_DN1535_c0_g1_i2	1110	835.262	391.077	32.0599
TRINITY_DN1535_c0_g1_i1	1098	823.262	470.923	39.1683
TRINITY_DN1539_c0_g1_i3	3618	3343.26	222.962	4.5665
TRINITY_DN1539_c0_g1_i1	3621	3346.26	121.107	2.47817
TRINITY_DN1539_c0_g1_i2	3606	3331.26	252.968	5.19971
TRINITY_DN1539_c0_g1_i4	3603	3328.26	0.0338859	0.000697147
TRINITY_DN1519_c0_g1_i1	2705	2430.26	456	12.848
TRINITY_DN1518_c0_g1_i3	4887	4612.26	329.145	4.88648
TRINITY_DN1518_c0_g1_i1	4856	4581.26	390.645	5.83875
TRINITY_DN1518_c0_g1_i4	4803	4528.26	458.651	6.93543
TRINITY_DN1518_c0_g1_i2	4834	4559.26	385.559	5.79054
TRINITY_DN1594_c0_g1_i1	972	697.262	360	35.3532
TRINITY_DN1525_c0_g1_i2	2328	2053.26	76.7927	2.56093
TRINITY_DN1525_c0_g1_i1	1560	1285.26	304.87	16.2422
TRINITY_DN1525_c0_g1_i3	1654	1379.26	215.288	10.688
TRINITY_DN1525_c0_g2_i1	276	57.241	0	0
TRINITY_DN1501_c0_g1_i1	3644	3369.26	710	14.4293
TRINITY_DN1570_c0_g1_i1	3648	3373.26	1273	25.8405
TRINITY_DN1584_c0_g1_i1	2025	1750.26	561	21.9474
TRINITY_DN1584_c1_g1_i4	2406	2131.26	426.758	13.7109
TRINITY_DN1584_c1_g1_i2	2428	2153.26	270.867	8.61354
TRINITY_DN1584_c1_g1_i1	2592	2317.26	37.3752	1.10441
TRINITY_DN1584_c2_g1_i2	358	111.252	3.58157	2.20439
TRINITY_DN1584_c2_g1_i1	1640	1365.26	39.4184	1.977
TRINITY_DN1533_c0_g1_i1	1125	850.262	289.6	23.3221
TRINITY_DN1533_c0_g1_i2	1067	792.262	136.4	11.7888
TRINITY_DN1533_c0_g2_i2	1323	1048.26	319.463	20.8676
TRINITY_DN1533_c0_g2_i1	1340	1065.26	425.537	27.3529
TRINITY_DN1533_c0_g3_i1	2274	1999.26	606.877	20.7852
TRINITY_DN1533_c1_g1_i1	463	198.015	57.6634	19.94
TRINITY_DN1533_c1_g1_i2	1679	1404.26	0	0
TRINITY_DN1533_c1_g1_i4	1679	1404.26	93.708	4.56932
TRINITY_DN1533_c1_g1_i6	823	548.311	12.7595	1.59341
TRINITY_DN1533_c1_g1_i7	810	535.318	50.9595	6.51832
TRINITY_DN1533_c1_g1_i3	1057	782.262	25.9095	2.26793
TRINITY_DN1533_c1_g2_i1	436	174.156	7	2.75222
TRINITY_DN1523_c0_g1_i1	1283	1008.26	18.3135	1.24371
TRINITY_DN1523_c0_g2_i1	1855	1580.26	477.645	20.6966
TRINITY_DN1523_c0_g2_i2	1814	1539.26	121.042	5.38449
TRINITY_DN1576_c0_g1_i1	3031	2756.26	566	14.0611
TRINITY_DN1543_c0_g1_i1	1730	1455.26	0	0
TRINITY_DN1543_c0_g1_i4	2700	2425.26	230.211	6.49964
TRINITY_DN1543_c0_g1_i13	1061	786.262	14.5194	1.26446
TRINITY_DN1543_c0_g1_i23	2040	1765.26	98.8966	3.83614
TRINITY_DN1543_c0_g1_i15	255	46.3176	2	2.9567
TRINITY_DN1543_c0_g1_i24	1970	1695.26	6.78508e-05	2.74057e-06
TRINITY_DN1543_c0_g1_i22	1962	1687.26	29.9023	1.21351
TRINITY_DN1543_c0_g1_i6	2928	2653.26	0.00736177	0.000189987
TRINITY_DN1543_c0_g1_i19	1821	1546.26	14.8382	0.657086
TRINITY_DN1543_c0_g1_i3	1689	1414.26	24.9782	1.20936
TRINITY_DN1543_c0_g1_i7	2688	2413.26	1.24827e-08	3.54183e-10
TRINITY_DN1543_c0_g1_i21	2920	2645.26	29.1229	0.753855
TRINITY_DN1543_c0_g1_i9	2850	2575.26	53.6332	1.42605
TRINITY_DN1543_c0_g1_i14	2815	2540.26	69.7027	1.87886
TRINITY_DN1543_c0_g1_i16	2998	2723.26	63.7079	1.60187
TRINITY_DN1543_c0_g1_i17	873	598.288	133.105	15.2337
TRINITY_DN1543_c0_g1_i25	1892	1617.26	79.3755	3.36069
TRINITY_DN1541_c0_g1_i1	795	520.325	146.328	19.2564
TRINITY_DN1541_c0_g1_i2	2081	1806.26	467.802	17.7339
TRINITY_DN1520_c0_g1_i1	1726	1451.26	834	39.3498
TRINITY_DN1578_c0_g1_i4	3494	3219.26	177.778	3.78134
TRINITY_DN1578_c0_g1_i1	3526	3251.26	329.894	6.94776
TRINITY_DN1578_c0_g1_i3	3490	3215.26	60.3281	1.28477
TRINITY_DN1578_c0_g2_i1	492	224.348	19.2129	5.864
TRINITY_DN1578_c1_g1_i5	4396	4121.26	271.019	4.5029
TRINITY_DN1578_c1_g1_i4	4811	4536.26	371.683	5.61044
TRINITY_DN1578_c1_g1_i1	4811	4536.26	53.2022	0.803072
TRINITY_DN1578_c1_g1_i2	4587	4312.26	13.096	0.207948
TRINITY_DN1578_c2_g1_i1	235	37.1378	2	3.68754
TRINITY_DN1531_c0_g1_i6	1789	1514.26	30.3892	1.37417
TRINITY_DN1531_c0_g1_i3	2101	1826.26	895.84	33.5884
TRINITY_DN1531_c0_g1_i5	2127	1852.26	108.365	4.006
TRINITY_DN1531_c0_g1_i1	591	318.117	6.40573	1.37881
TRINITY_DN1531_c0_g2_i1	235	37.1378	0	0
TRINITY_DN1579_c0_g1_i7	3969	3694.26	311.616	5.77584
TRINITY_DN1579_c0_g1_i6	4080	3805.26	72.3127	1.30123
TRINITY_DN1579_c0_g1_i3	4024	3749.26	57.0661	1.04221
TRINITY_DN1579_c0_g1_i8	3988	3713.26	41.5983	0.767084
TRINITY_DN1579_c0_g1_i5	4005	3730.26	417.503	7.66377
TRINITY_DN1579_c0_g1_i4	4044	3769.26	52.9038	0.961067
TRINITY_DN1565_c0_g1_i1	1909	1634.26	701	29.371
TRINITY_DN1580_c0_g1_i2	1713	1438.26	230.766	10.9864
TRINITY_DN1580_c0_g1_i1	1685	1410.26	348.234	16.9081
TRINITY_DN1534_c0_g1_i2	5206	4931.26	717.173	9.95837
TRINITY_DN1534_c0_g1_i1	5206	4931.26	804.827	11.1755
TRINITY_DN1521_c0_g1_i1	1447	1172.26	957	55.8998
TRINITY_DN1550_c0_g1_i3	3040	2765.26	396.772	9.82487
TRINITY_DN1550_c0_g1_i2	3133	2858.26	93.0513	2.22917
TRINITY_DN1550_c0_g1_i1	3134	2859.26	43.1771	1.034
TRINITY_DN1552_c0_g1_i1	986	711.262	847	81.5411
TRINITY_DN1599_c0_g1_i1	1412	1137.26	1077.32	64.8646
TRINITY_DN1599_c0_g1_i2	1480	1205.26	104.632	5.94437
TRINITY_DN1599_c0_g2_i1	358	111.252	0	0
TRINITY_DN1599_c0_g3_i1	1587	1312.26	60.0464	3.13321
TRINITY_DN1599_c0_g4_i1	3126	2851.26	270.261	6.49037
TRINITY_DN1599_c0_g4_i2	3134	2859.26	277.739	6.65128
TRINITY_DN1574_c0_g1_i1	1241	966.262	1125	79.7224
TRINITY_DN1574_c1_g1_i1	2190	1915.26	861	30.7821
TRINITY_DN1508_c0_g1_i5	2516	2241.26	674.662	20.6118
TRINITY_DN1508_c0_g1_i2	2183	1908.26	826.29	29.6495
TRINITY_DN1508_c0_g1_i1	3301	3026.26	121.738	2.75449
TRINITY_DN1508_c0_g1_i3	3063	2788.26	58.8995	1.44644
TRINITY_DN1508_c0_g1_i4	2388	2113.26	579.411	18.774
TRINITY_DN1573_c0_g1_i3	2934	2659.26	314.9	8.10839
TRINITY_DN1573_c0_g1_i1	2575	2300.26	7.06764	0.210387
TRINITY_DN1573_c0_g1_i2	2945	2670.26	366.032	9.38616
TRINITY_DN1567_c0_g1_i1	2184	1909.26	2196	78.7571
TRINITY_DN1581_c0_g1_i3	1238	963.262	429.144	30.5057
TRINITY_DN1581_c0_g1_i2	503	234.471	2280.77	666.064
TRINITY_DN1581_c0_g1_i1	1254	979.262	230.084	16.0883
TRINITY_DN1581_c0_g2_i2	2502	2227.26	32.5057	0.999335
TRINITY_DN1581_c0_g2_i9	3292	3017.26	771.068	17.4986
