target_id	length	eff_length	est_counts	tpm
TRINITY_DN1583_c0_g1_i1	856	568.091	645	80.8672
TRINITY_DN1551_c0_g1_i1	1968	1680.01	1088	46.1261
TRINITY_DN1555_c0_g1_i1	4811	4523.01	1128	17.7628
TRINITY_DN1555_c0_g1_i3	2372	2084.01	452.023	15.4487
TRINITY_DN1555_c0_g1_i7	3155	2867.01	34.3834	0.85418
TRINITY_DN1555_c0_g1_i8	3574	3286.01	38.3226	0.830647
TRINITY_DN1555_c0_g1_i2	3140	2852.01	202.929	5.06784
TRINITY_DN1555_c0_g1_i5	2387	2099.01	44.2436	1.5013
TRINITY_DN1555_c0_g1_i4	391	131.633	1.21206	0.655829
TRINITY_DN1555_c0_g1_i6	3158	2870.01	48.886	1.2132
TRINITY_DN1555_c0_g2_i1	208	26.553	1	2.68236
TRINITY_DN1555_c0_g3_i1	1209	921.013	140	10.8266
TRINITY_DN1517_c0_g1_i1	944	656.026	606	65.7934
TRINITY_DN1506_c0_g1_i1	2406	2118.01	239.047	8.0387
TRINITY_DN1506_c0_g1_i2	2408	2120.01	226.953	7.62478
TRINITY_DN1506_c0_g2_i1	5403	5115.01	721.75	10.0501
TRINITY_DN1506_c0_g2_i2	5413	5125.01	634.25	8.81446
TRINITY_DN1506_c0_g3_i1	4219	3931.01	914	16.5605
TRINITY_DN1522_c0_g1_i1	2320	2032.01	388.939	13.6328
TRINITY_DN1522_c0_g1_i2	2332	2044.01	983.061	34.2553
TRINITY_DN1586_c0_g1_i1	1403	1115.01	90.6808	5.7925
TRINITY_DN1586_c0_g1_i2	5191	4903.01	189.493	2.75272
TRINITY_DN1586_c0_g1_i4	5208	4920.01	705.5	10.2132
TRINITY_DN1586_c0_g1_i3	5157	4869.01	995.817	14.567
TRINITY_DN1586_c0_g1_i5	5160	4872.01	655.418	9.58166
TRINITY_DN1586_c0_g1_i6	5239	4951.01	207.091	2.97919
TRINITY_DN1549_c0_g1_i1	2238	1950.01	3189	116.479
TRINITY_DN1592_c0_g1_i3	2446	2158.01	415.607	13.717
TRINITY_DN1592_c0_g1_i4	2862	2574.01	32.5417	0.900451
TRINITY_DN1592_c0_g1_i2	2697	2409.01	17.6944	0.52315
TRINITY_DN1592_c0_g1_i1	2611	2323.01	131.098	4.01952
TRINITY_DN1592_c0_g1_i6	2697	2409.01	92.0597	2.72183
TRINITY_DN1512_c0_g1_i1	2504	2216.01	1533	49.272
TRINITY_DN1513_c0_g1_i1	1357	1069.01	105.698	7.04233
TRINITY_DN1513_c0_g2_i5	5228	4940.01	186.98	2.69586
TRINITY_DN1513_c0_g2_i3	4681	4393.01	128.163	2.07793
TRINITY_DN1513_c0_g2_i4	3092	2804.01	284.285	7.22112
TRINITY_DN1513_c0_g2_i2	1336	1048.01	41.6783	2.83252
TRINITY_DN1513_c0_g2_i1	3639	3351.01	409.729	8.70866
TRINITY_DN1513_c0_g3_i4	466	192.52	6331.94	2342.56
TRINITY_DN1513_c0_g3_i1	309	75.206	1286.14	1218.05
TRINITY_DN1513_c0_g3_i3	486	209.794	3602.88	1223.17
TRINITY_DN1513_c0_g3_i5	776	488.278	28342.7	4134.33
TRINITY_DN1513_c0_g3_i2	365	112.402	1989.16	1260.45
TRINITY_DN1513_c0_g4_i1	1013	725.013	131	12.8693
TRINITY_DN1513_c1_g1_i2	3222	2934.01	538.503	13.0724
TRINITY_DN1513_c1_g1_i1	3234	2946.01	644.497	15.5818
TRINITY_DN1593_c0_g1_i1	847	559.108	1690	215.289
TRINITY_DN1595_c0_g1_i4	5626	5338.01	660.149	8.80831
TRINITY_DN1595_c0_g1_i2	5628	5340.01	0.0732328	0.000976773
TRINITY_DN1595_c0_g1_i5	2655	2367.01	107.561	3.23656
TRINITY_DN1595_c0_g1_i1	5636	5348.01	925.217	12.322
TRINITY_DN1558_c0_g1_i1	1331	1043.01	2082	142.175
TRINITY_DN1566_c0_g1_i1	1585	1297.01	823	45.1946
TRINITY_DN1562_c0_g1_i13	4911	4623.01	53.7848	0.828639
TRINITY_DN1562_c0_g1_i5	4895	4607.01	611.225	9.44958
TRINITY_DN1562_c0_g1_i10	4904	4616.01	0	0
TRINITY_DN1562_c0_g1_i7	4896	4608.01	63.4888	0.981328
TRINITY_DN1562_c0_g1_i16	4910	4622.01	516.942	7.96601
TRINITY_DN1562_c0_g1_i19	4903	4615.01	0	0
TRINITY_DN1562_c0_g2_i2	3292	3004.01	86.1838	2.0434
TRINITY_DN1562_c0_g2_i8	3303	3015.01	194.376	4.59181
TRINITY_DN1540_c0_g1_i1	1256	968.013	358	26.341
TRINITY_DN1516_c0_g1_i1	3809	3521.01	977	19.7632
TRINITY_DN1516_c0_g2_i1	1453	1165.01	36.7401	2.24616
TRINITY_DN1516_c0_g2_i2	2335	2047.01	1303.26	45.3462
TRINITY_DN1536_c0_g1_i1	2832	2544.01	586	16.4062
TRINITY_DN1536_c0_g2_i1	1128	840.013	78.6394	6.66783
TRINITY_DN1536_c0_g2_i4	2040	1752.01	119.656	4.8644
TRINITY_DN1536_c0_g2_i2	2022	1734.01	305.847	12.5627
TRINITY_DN1536_c0_g3_i1	754	466.397	44.5275	6.79992
TRINITY_DN1536_c1_g1_i1	247	42.0588	2	3.38691
TRINITY_DN1575_c0_g1_i1	1004	716.013	539	53.6165
TRINITY_DN1563_c0_g1_i1	3899	3611.01	2666	52.585
TRINITY_DN1547_c0_g1_i1	958	670.019	102.49	10.8949
TRINITY_DN1547_c0_g1_i2	1079	791.013	155	13.9566
TRINITY_DN1547_c0_g1_i3	961	673.013	12.5104	1.32397
TRINITY_DN1596_c0_g1_i7	4071	3783.01	107.285	2.0199
TRINITY_DN1596_c0_g1_i2	555	272.612	17.8104	4.65327
TRINITY_DN1596_c0_g1_i4	3853	3565.01	251.139	5.01745
TRINITY_DN1596_c0_g1_i8	4064	3776.01	283.272	5.34319
TRINITY_DN1596_c0_g1_i3	4069	3781.01	38.1192	0.718069
TRINITY_DN1596_c0_g1_i6	3851	3563.01	85.3751	1.70665
TRINITY_DN1591_c0_g1_i1	980	692.013	958	98.6012
TRINITY_DN1510_c0_g1_i1	3088	2800.01	1838	46.7537
TRINITY_DN1557_c0_g1_i3	1214	926.013	481.694	37.0497
TRINITY_DN1557_c0_g1_i1	1026	738.013	287.286	27.7257
TRINITY_DN1557_c0_g1_i2	473	198.554	2.01917	0.724311
TRINITY_DN1557_c0_g2_i1	564	281.049	5	1.26712
TRINITY_DN1554_c0_g1_i1	3040	2752.01	50.0933	1.29646
TRINITY_DN1554_c0_g1_i2	3104	2816.01	3155.91	79.8216
TRINITY_DN1560_c0_g1_i1	1982	1694.01	89.8736	3.77873
TRINITY_DN1560_c0_g1_i2	2030	1742.01	1673.13	68.4082
TRINITY_DN1502_c0_g1_i1	1601	1313.01	1571	85.2193
TRINITY_DN1515_c0_g1_i1	1782	1494.01	3067	146.214
TRINITY_DN1545_c0_g1_i1	2554	2266.01	54.0671	1.69942
TRINITY_DN1545_c0_g1_i5	2551	2263.01	3855.97	121.36
TRINITY_DN1545_c0_g1_i3	2092	1804.01	81.3329	3.21113
TRINITY_DN1545_c0_g1_i4	2536	2248.01	1812.42	57.4237
TRINITY_DN1545_c0_g1_i6	2077	1789.01	10.696	0.425832
TRINITY_DN1545_c0_g1_i2	2569	2281.01	264.517	8.25954
TRINITY_DN1556_c0_g1_i1	3513	3225.01	242.143	5.34776
TRINITY_DN1556_c0_g1_i2	3438	3150.01	1776.86	40.1764
TRINITY_DN1538_c0_g1_i1	1745	1457.01	66.6843	3.2598
TRINITY_DN1538_c0_g1_i2	2482	2194.01	65.9776	2.14184
TRINITY_DN1538_c0_g1_i4	2261	1973.01	532.384	19.2188
TRINITY_DN1538_c0_g1_i3	2337	2049.01	34.9541	1.21502
TRINITY_DN1553_c0_g1_i1	670	383.307	654	121.524
TRINITY_DN1511_c0_g1_i1	2414	2126.01	405	13.5681
TRINITY_DN1511_c0_g2_i1	2720	2432.01	899.016	26.3289
TRINITY_DN1511_c1_g1_i2	5199	4911.01	656.683	9.52392
TRINITY_DN1511_c1_g1_i3	4778	4490.01	132.489	2.10166
TRINITY_DN1511_c1_g1_i1	1068	780.013	16.4525	1.50231
TRINITY_DN1511_c1_g2_i1	215	29.1126	0	0
TRINITY_DN1511_c2_g1_i2	9133	8845.01	152.71	1.2297
TRINITY_DN1511_c2_g1_i3	9126	8838.01	375.521	3.02629
TRINITY_DN1511_c2_g1_i1	7751	7463.01	217.769	2.07832
TRINITY_DN1511_c3_g1_i1	315	78.8387	0	0
TRINITY_DN1511_c4_g1_i1	420	154.252	6	2.77046
TRINITY_DN1507_c0_g1_i4	2497	2209.01	478.11	15.4156
TRINITY_DN1507_c0_g1_i1	2542	2254.01	171.871	5.43097
TRINITY_DN1507_c0_g1_i2	2530	2242.01	164.792	5.23516
TRINITY_DN1507_c0_g1_i3	2509	2221.01	495.227	15.8812
TRINITY_DN1585_c0_g1_i1	1805	1517.01	1068	50.1433
TRINITY_DN1590_c0_g1_i3	4923	4635.01	387.197	5.94992
TRINITY_DN1590_c0_g1_i5	4841	4553.01	396.573	6.20376
TRINITY_DN1590_c0_g1_i1	4634	4346.01	413.377	6.77463
TRINITY_DN1590_c0_g1_i4	4716	4428.01	402.854	6.47991
TRINITY_DN1590_c1_g1_i2	2433	2145.01	45.1732	1.49997
TRINITY_DN1590_c1_g1_i1	3187	2899.01	934.827	22.9674
TRINITY_DN1590_c2_g1_i1	875	587.062	162	19.6545
TRINITY_DN1572_c0_g1_i2	1810	1522.01	271.78	12.7183
TRINITY_DN1572_c0_g1_i1	1890	1602.01	631.22	28.0637
TRINITY_DN1559_c0_g1_i2	641	354.979	132	26.4851
TRINITY_DN1509_c0_g1_i1	5838	5550.01	685.093	8.79197
TRINITY_DN1509_c0_g1_i2	5681	5393.01	3615.91	47.7547
TRINITY_DN1577_c0_g1_i1	1312	1024.01	1193	82.9785
TRINITY_DN1544_c0_g1_i1	380	123.37	1	0.577326
TRINITY_DN1544_c0_g2_i1	10235	9947.01	6477	46.378
TRINITY_DN1529_c0_g1_i1	3855	3567.01	13931	278.169
TRINITY_DN1504_c0_g1_i1	2571	2283.01	5205	162.384
TRINITY_DN1527_c0_g1_i1	510	231.293	3	0.923824
TRINITY_DN1527_c0_g2_i2	2116	1828.01	59.69	2.3257
TRINITY_DN1527_c0_g2_i5	2093	1805.01	57.2113	2.25752
TRINITY_DN1527_c0_g2_i8	999	711.013	25.4348	2.54789
TRINITY_DN1527_c0_g2_i7	1814	1526.01	51.9996	2.42702
TRINITY_DN1527_c0_g2_i6	1837	1549.01	54.7119	2.51569
TRINITY_DN1527_c0_g2_i9	1800	1512.01	177.85	8.37778
TRINITY_DN1527_c0_g2_i1	1851	1563.01	17.4297	0.794253
TRINITY_DN1527_c0_g2_i11	1914	1626.01	48.0276	2.10377
TRINITY_DN1527_c0_g2_i10	1823	1535.01	183.526	8.51562
TRINITY_DN1527_c0_g2_i3	1874	1586.01	18.6521	0.837629
TRINITY_DN1527_c0_g2_i4	1937	1649.01	50.467	2.17979
TRINITY_DN1542_c0_g1_i1	4296	4008.01	1103.15	19.6036
TRINITY_DN1542_c0_g1_i2	3864	3576.01	321.49	6.40322
TRINITY_DN1542_c0_g1_i3	3848	3560.01	167.363	3.34841
TRINITY_DN1526_c0_g1_i2	1040	752.013	11.7106	1.10913
TRINITY_DN1526_c0_g1_i5	1047	759.013	44.3445	4.16123
TRINITY_DN1526_c0_g1_i3	1121	833.013	38.6069	3.30099
TRINITY_DN1526_c0_g1_i1	1208	920.013	90.6248	7.01591
TRINITY_DN1526_c0_g1_i8	954	666.019	40.8821	4.37197
TRINITY_DN1526_c0_g1_i4	931	643.026	6.83115	0.756652
TRINITY_DN1598_c0_g1_i3	1542	1254.01	270.587	15.3687
TRINITY_DN1598_c0_g1_i4	1454	1166.01	37.844	2.31166
TRINITY_DN1598_c0_g1_i2	1562	1274.01	536.852	30.0131
TRINITY_DN1598_c0_g1_i1	1474	1186.01	89.7167	5.38784
TRINITY_DN1582_c0_g1_i1	1511	1223.01	481.274	28.028
TRINITY_DN1582_c0_g1_i2	1582	1294.01	59.7258	3.28741
TRINITY_DN1514_c0_g1_i2	2299	2011.01	1977.51	70.0381
TRINITY_DN1514_c0_g1_i1	2247	1959.01	205.489	7.47107
TRINITY_DN1505_c0_g1_i1	2158	1870.01	1136	43.2678
TRINITY_DN1569_c0_g1_i5	8611	8323.01	169.126	1.44731
TRINITY_DN1569_c0_g1_i3	9609	9321.01	283.33	2.16501
TRINITY_DN1569_c0_g1_i4	4558	4270.01	1593.21	26.575
TRINITY_DN1569_c0_g1_i1	2645	2357.01	107.749	3.25598
TRINITY_DN1569_c0_g1_i2	4559	4271.01	406.587	6.78037
TRINITY_DN1569_c0_g2_i1	689	401.97	9	1.5947
TRINITY_DN1535_c0_g1_i1	2069	1781.01	1913	76.503
TRINITY_DN1539_c0_g1_i4	951	663.026	28.2359	3.03321
TRINITY_DN1539_c0_g1_i2	3552	3264.01	410.65	8.96088
TRINITY_DN1539_c0_g1_i3	3559	3271.01	529.788	11.5359
TRINITY_DN1539_c0_g1_i1	3553	3265.01	304.326	6.63872
TRINITY_DN1539_c1_g1_i1	1160	872.013	102	8.33121
TRINITY_DN1519_c0_g1_i4	1365	1077.01	17.2958	1.1438
TRINITY_DN1519_c0_g1_i2	4760	4472.01	39.7422	0.632964
TRINITY_DN1519_c0_g1_i3	4672	4384.01	639.146	10.3839
TRINITY_DN1519_c0_g1_i1	5112	4824.01	243.816	3.59985
TRINITY_DN1518_c0_g1_i1	1027	739.013	1560	150.35
TRINITY_DN1594_c0_g1_i1	3359	3071.01	2989	69.3226
TRINITY_DN1525_c0_g1_i1	1079	791.013	329.145	29.637
TRINITY_DN1525_c0_g1_i2	1031	743.013	101.855	9.76375
TRINITY_DN1501_c0_g1_i3	5672	5384.01	297.78	3.9393
TRINITY_DN1501_c0_g1_i4	5955	5667.01	306.268	3.84927
TRINITY_DN1501_c0_g1_i2	5676	5388.01	258.105	3.41191
TRINITY_DN1501_c0_g1_i1	5393	5105.01	247.847	3.45795
TRINITY_DN1570_c0_g1_i1	1891	1603.01	3692	164.042
TRINITY_DN1584_c0_g1_i1	3221	2933.01	805.961	19.5718
TRINITY_DN1584_c0_g1_i2	1688	1400.01	27.5886	1.40355
TRINITY_DN1584_c0_g1_i3	3212	2924.01	896.451	21.8362
TRINITY_DN1533_c0_g1_i1	4192	3904.01	2046	37.3272
TRINITY_DN1523_c0_g1_i1	1789	1501.01	6719	318.824
TRINITY_DN1576_c0_g1_i1	1298	1010.01	1044	73.6214
TRINITY_DN1543_c0_g1_i1	5886	5598.01	2298	29.2379
TRINITY_DN1541_c0_g1_i1	1465	1177.01	198.261	11.9974
TRINITY_DN1541_c0_g1_i2	1958	1670.01	1386.74	59.1433
TRINITY_DN1520_c0_g1_i1	1761	1473.01	698	33.7504
TRINITY_DN1578_c0_g1_i2	930	642.026	29.9709	3.3249
TRINITY_DN1578_c0_g1_i1	799	511.183	335.029	46.6807
TRINITY_DN1531_c0_g1_i2	6127	5839.01	703.049	8.57584
TRINITY_DN1531_c0_g1_i1	6032	5744.01	2124.9	26.3484
TRINITY_DN1531_c0_g1_i3	6184	5896.01	165.048	1.99381
TRINITY_DN1531_c0_g2_i1	330	88.4576	1	0.805184
TRINITY_DN1579_c0_g1_i4	5645	5357.01	1124.74	14.9541
TRINITY_DN1579_c0_g1_i1	5678	5390.01	30.0043	0.396482
TRINITY_DN1579_c0_g1_i2	5698	5410.01	857.938	11.2951
TRINITY_DN1579_c0_g1_i3	5665	5377.01	176.318	2.33554
TRINITY_DN1565_c0_g1_i1	410	146.222	6	2.92259
TRINITY_DN1565_c0_g1_i2	730	442.564	5	0.804683
TRINITY_DN1565_c0_g2_i9	7137	6849.01	337.304	3.50771
TRINITY_DN1565_c0_g2_i8	2040	1752.01	32.7812	1.33266
TRINITY_DN1565_c0_g2_i10	6977	6689.01	470.468	5.00955
TRINITY_DN1565_c0_g2_i11	6914	6626.01	97.1879	1.0447
TRINITY_DN1565_c0_g2_i7	6960	6672.01	187.054	1.99683
TRINITY_DN1565_c0_g2_i2	1299	1011.01	9.65376	0.680096
TRINITY_DN1565_c0_g2_i4	1916	1628.01	15.7702	0.689938
TRINITY_DN1565_c0_g2_i15	6887	6599.01	441.538	4.76563
TRINITY_DN1565_c0_g2_i6	1664	1376.01	111.242	5.75809
TRINITY_DN1580_c0_g1_i1	2386	2098.01	2365.49	80.3051
TRINITY_DN1580_c0_g2_i1	2478	2190.01	4413.33	143.532
TRINITY_DN1580_c0_g2_i2	684	397.034	44.5744	7.99629
TRINITY_DN1580_c0_g2_i3	1398	1110.01	288.544	18.5146
TRINITY_DN1580_c0_g3_i1	213	28.334	4	10.055
TRINITY_DN1580_c1_g1_i1	6260	5972.01	428.12	5.10593
TRINITY_DN1580_c1_g1_i2	6339	6051.01	278.88	3.28262
TRINITY_DN1580_c1_g2_i12	1961	1673.01	3.67716	0.156547
TRINITY_DN1580_c1_g2_i11	2695	2407.01	62.5889	1.85204
TRINITY_DN1580_c1_g2_i14	1300	1012.01	28.6135	2.0138
TRINITY_DN1580_c1_g2_i8	3215	2927.01	82.0696	1.99705
TRINITY_DN1580_c1_g2_i6	2549	2261.01	26.461	0.833554
TRINITY_DN1580_c1_g2_i4	2627	2339.01	45.0034	1.37039
TRINITY_DN1580_c1_g2_i13	1893	1605.01	1.85454	0.0822977
TRINITY_DN1580_c1_g2_i1	1891	1603.01	3.10344	0.137892
TRINITY_DN1580_c1_g2_i2	1959	1671.01	5.9293	0.252729
TRINITY_DN1580_c1_g2_i15	2481	2193.01	11.5839	0.376222
TRINITY_DN1580_c1_g2_i3	2547	2259.01	36.7265	1.15795
TRINITY_DN1580_c1_g2_i7	2479	2191.01	16.3381	0.531114
TRINITY_DN1580_c1_g3_i1	1880	1592.01	306.053	13.6925
TRINITY_DN1580_c1_g4_i2	3708	3420.01	179.644	3.74123
TRINITY_DN1580_c1_g4_i1	3737	3449.01	81.6946	1.68705
TRINITY_DN1580_c1_g5_i1	1744	1456.01	124.947	6.11209
TRINITY_DN1580_c4_g1_i1	222	31.7401	3	6.732
TRINITY_DN1580_c5_g1_i1	209	26.9236	0	0
TRINITY_DN1534_c0_g1_i2	6381	6093.01	209.565	2.44972
TRINITY_DN1534_c0_g1_i1	6272	5984.01	978.474	11.6463
TRINITY_DN1534_c0_g1_i5	6258	5970.01	1011.74	12.0705
TRINITY_DN1534_c0_g1_i3	318	80.6927	2.46099	2.17223
TRINITY_DN1534_c0_g1_i4	1487	1199.01	42.7568	2.53987
TRINITY_DN1521_c0_g1_i1	1635	1347.01	68.3531	3.61424
TRINITY_DN1521_c0_g1_i2	1702	1414.01	1683.65	84.8063
TRINITY_DN1550_c0_g1_i4	2459	2171.01	502.561	16.4876
TRINITY_DN1550_c0_g1_i6	2447	2159.01	99.5104	3.2828
TRINITY_DN1550_c0_g1_i5	2844	2556.01	251.464	7.00717
TRINITY_DN1550_c0_g1_i3	2660	2372.01	94.2524	2.83013
TRINITY_DN1550_c0_g1_i7	2832	2544.01	61.3864	1.71863
TRINITY_DN1550_c0_g1_i2	2725	2437.01	157.21	4.59467
TRINITY_DN1550_c0_g1_i1	2713	2425.01	34.6156	1.01669
TRINITY_DN1552_c0_g1_i1	2525	2237.01	1638.73	52.1759
TRINITY_DN1552_c1_g1_i1	8040	7752.01	2362.39	21.7054
TRINITY_DN1552_c1_g1_i2	8059	7771.01	1498.61	13.7354
TRINITY_DN1552_c2_g1_i1	3412	3124.01	783	17.8517
TRINITY_DN1552_c3_g1_i1	514	234.948	15.7563	4.77654
TRINITY_DN1552_c4_g1_i1	467	193.39	12	4.41955
TRINITY_DN1552_c5_g1_i1	207	26.151	2	5.44718
TRINITY_DN1599_c0_g1_i1	1581	1293.01	170.233	9.37716
TRINITY_DN1599_c0_g1_i3	1917	1629.01	383.629	16.7733
TRINITY_DN1599_c0_g1_i2	1494	1206.01	24.1383	1.42556
TRINITY_DN1574_c0_g1_i1	1876	1588.01	503.418	22.5791
TRINITY_DN1574_c0_g1_i2	1875	1587.01	473.582	21.2542
TRINITY_DN1508_c0_g1_i1	1510	1222.01	1149	66.9692
TRINITY_DN1573_c0_g1_i1	2677	2389.01	460.665	13.734
TRINITY_DN1573_c0_g1_i2	2689	2401.01	468.335	13.8929
TRINITY_DN1567_c0_g1_i2	593	308.602	191	44.0824
TRINITY_DN1581_c0_g1_i2	3470	3182.01	663.607	14.8539
TRINITY_DN1581_c0_g1_i3	3488	3200.01	1595.19	35.5051
TRINITY_DN1581_c0_g1_i1	1803	1515.01	30.2064	1.42008
TRINITY_DN1581_c0_g2_i1	379	122.615	4	2.32352
TRINITY_DN1581_c0_g3_i1	988	700.013	11	1.11922
TRINITY_DN17372_c0_g1_i1	369	115.254	3	1.85394
TRINITY_DN17373_c0_g1_i1	238	38.1806	2	3.73094
TRINITY_DN17385_c0_g1_i1	300	69.8917	2	2.03815
TRINITY_DN17359_c0_g1_i1	420	154.252	6	2.77046
TRINITY_DN17333_c0_g1_i1	603	318.214	6	1.34296
TRINITY_DN17381_c0_g1_i1	257	46.7645	2	3.0461
TRINITY_DN17386_c0_g1_i1	328	87.1978	2	1.63364
TRINITY_DN17335_c0_g1_i1	748	460.424	22	3.40326
TRINITY_DN17339_c0_g1_i1	221	31.3519	3	6.81534
TRINITY_DN17357_c0_g1_i1	482	206.267	11	3.79834
TRINITY_DN17377_c0_g1_i1	203	24.6164	2	5.78677
TRINITY_DN17396_c0_g1_i1	263	49.6835	2	2.86713
TRINITY_DN17352_c0_g1_i1	667	380.368	10.6615	1.99639
TRINITY_DN17314_c0_g1_i1	364	111.669	2	1.27564
TRINITY_DN17332_c0_g1_i1	296	67.531	3	3.16409
TRINITY_DN17318_c0_g1_i1	212	27.985	1	2.5451
TRINITY_DN17321_c0_g1_i1	305	72.8148	3	2.93449
TRINITY_DN17369_c0_g1_i1	394	133.926	3	1.59547
TRINITY_DN17393_c0_g1_i1	487	210.681	5	1.69035
TRINITY_DN17383_c0_g1_i1	786	498.258	16	2.28716
TRINITY_DN17326_c0_g1_i1	257	46.7645	2	3.0461
TRINITY_DN17328_c0_g1_i1	272	54.2675	2	2.62495
TRINITY_DN17353_c0_g1_i1	324	84.5913	2	1.68397
TRINITY_DN17345_c0_g1_i1	320	82.0042	3	2.60565
TRINITY_DN17307_c0_g1_i1	511	232.202	5	1.53368
TRINITY_DN17310_c0_g1_i1	246	41.6022	4	6.84817
TRINITY_DN17361_c0_g1_i1	525	244.978	6	1.74443
TRINITY_DN17356_c0_g1_i1	302	71.005	2	2.00619
TRINITY_DN17325_c0_g1_i1	266	51.2208	2	2.78109
TRINITY_DN17320_c0_g1_i1	281	59.1761	2	2.40721
TRINITY_DN17351_c0_g1_i1	308	74.6019	3	2.86419
