target_id	length	eff_length	est_counts	tpm
TRINITY_DN30005_c0_g1_i1	417	136.338	2	0.850024
TRINITY_DN30087_c0_g1_i1	272	45.3008	3	3.83737
TRINITY_DN30095_c0_g1_i1	278	48.1288	2	2.40792
TRINITY_DN30025_c0_g1_i1	518	220.371	5	1.31472
TRINITY_DN30024_c0_g1_i1	355	92.0094	3	1.88933
TRINITY_DN30077_c0_g1_i1	433	149.033	3	1.16642
TRINITY_DN30045_c0_g1_i1	2140	1828.09	6457	204.668
TRINITY_DN30047_c0_g1_i1	282	49.9005	0	0
TRINITY_DN30076_c0_g1_i1	1113	801.092	1230	88.9694
TRINITY_DN30099_c0_g1_i1	484	190.777	1	0.303732
TRINITY_DN30002_c0_g1_i1	300	58.5824	1.01483	1.0038
TRINITY_DN30092_c0_g1_i1	302	59.6332	2	1.94339
TRINITY_DN30044_c0_g1_i1	782	471.646	573	70.3974
TRINITY_DN30055_c0_g1_i1	424	141.857	4	1.63391
TRINITY_DN30001_c0_g1_i1	753	443.048	945	123.594
TRINITY_DN30064_c0_g1_i1	1275	963.092	87.0596	5.23802
TRINITY_DN30069_c0_g1_i1	875	563.913	53	5.44605
TRINITY_DN30034_c0_g1_i1	475	183.127	190	60.1202
TRINITY_DN30100_c0_g1_i1	215	25.0566	2	4.62514
TRINITY_DN30054_c0_g1_i1	828	517.171	13	1.45656
TRINITY_DN30010_c0_g1_i1	902	590.797	359	35.2106
TRINITY_DN30012_c0_g1_i1	1410	1098.09	23	1.21369
TRINITY_DN30071_c0_g1_i1	322	71.1967	5	4.06938
TRINITY_DN30060_c0_g1_i1	652	344.633	33.4154	5.61834
TRINITY_DN30072_c0_g1_i1	3282	2970.09	528868	10318
TRINITY_DN30027_c0_g1_i1	340	82.3519	4	2.81452
TRINITY_DN30022_c0_g1_i1	512	215.073	5	1.34711
TRINITY_DN30088_c0_g1_i1	554	252.554	6	1.37662
TRINITY_DN30036_c0_g1_i1	503	207.147	5	1.39865
TRINITY_DN30049_c0_g1_i1	1363	1051.09	591	32.581
TRINITY_DN30062_c0_g1_i1	625	318.902	6	1.09021
TRINITY_DN30038_c0_g1_i1	322	71.1967	3	2.44163
TRINITY_DN30021_c0_g1_i1	496	201.02	7	2.0178
TRINITY_DN30068_c0_g1_i1	240	32.7085	2	3.54313
TRINITY_DN30058_c0_g1_i1	285	51.2081	2.00456	2.26829
TRINITY_DN30043_c0_g1_i1	500	204.56	6	1.6996
TRINITY_DN30059_c0_g1_i1	228	28.7867	1	2.01291
TRINITY_DN30098_c0_g1_i1	815	504.284	16	1.8385
TRINITY_DN30096_c0_g1_i1	297	57.0773	2	2.03041
TRINITY_DN30029_c0_g1_i1	411	131.739	4	1.75939
TRINITY_DN30015_c0_g1_i1	1016	704.092	16	1.31677
TRINITY_DN30040_c0_g1_i1	657	349.472	6	0.994848
TRINITY_DN30084_c0_g1_i1	619	313.146	7	1.2953
TRINITY_DN30065_c0_g1_i1	737	427.336	9	1.22037
TRINITY_DN1548_c0_g1_i1	2244	1932.09	1488	44.6265
TRINITY_DN1548_c1_g1_i1	2880	2568.09	936.923	21.1403
TRINITY_DN1548_c2_g1_i1	855	544.001	61.4136	6.54158
TRINITY_DN1548_c2_g1_i2	4478	4166.09	502.754	6.9927
TRINITY_DN1548_c2_g2_i3	489	195.041	3.29842	0.979935
TRINITY_DN1548_c2_g2_i5	407	128.641	1.26158	0.568269
TRINITY_DN1548_c2_g2_i4	701	392.178	0	0
TRINITY_DN1548_c2_g2_i2	699	390.209	0	0
TRINITY_DN1548_c3_g1_i1	207	23.0268	0	0
TRINITY_DN1532_c0_g1_i2	4012	3700.09	38.7122	0.606252
TRINITY_DN1532_c0_g1_i1	3917	3605.09	388.871	6.25039
TRINITY_DN1532_c0_g2_i1	1523	1211.09	42.5469	2.03567
TRINITY_DN1532_c0_g2_i3	1523	1211.09	42.5469	2.03567
TRINITY_DN1532_c0_g3_i1	4005	3693.09	749.377	11.7579
TRINITY_DN1532_c0_g3_i2	3934	3622.09	723.04	11.567
TRINITY_DN1532_c0_g4_i1	361	95.9603	5.00286	3.02096
TRINITY_DN1532_c0_g5_i1	500	204.56	9	2.54941
TRINITY_DN1532_c0_g6_i1	505	208.924	10.3206	2.86243
TRINITY_DN1532_c1_g1_i1	303	60.2356	1.00204	0.963936
TRINITY_DN1532_c2_g1_i1	302	59.6332	4	3.88678
TRINITY_DN1532_c3_g1_i1	326	73.6144	4	3.14858
TRINITY_DN1589_c0_g1_i1	6353	6041.09	62.2172	0.596778
TRINITY_DN1589_c0_g1_i3	6257	5945.09	429.589	4.1871
TRINITY_DN1589_c0_g1_i2	6299	5987.09	546.133	5.28567
TRINITY_DN1589_c0_g1_i5	6143	5831.09	237.952	2.3646
TRINITY_DN1589_c0_g1_i7	6183	5871.09	0	0
TRINITY_DN1589_c0_g1_i6	6395	6083.09	80.1084	0.763082
TRINITY_DN1568_c0_g1_i2	1450	1138.09	2807.94	142.964
TRINITY_DN1568_c0_g1_i1	2194	1882.09	419.061	12.9019
TRINITY_DN1568_c1_g1_i8	6958	6646.09	288.305	2.51364
TRINITY_DN1568_c1_g1_i9	6312	6000.09	2340.02	22.5985
TRINITY_DN1568_c1_g1_i4	6386	6074.09	223.722	2.13425
TRINITY_DN1568_c1_g1_i10	6366	6054.09	57.6343	0.551633
TRINITY_DN1568_c1_g1_i5	6292	5980.09	636.383	6.16636
TRINITY_DN1568_c1_g1_i2	6660	6348.09	213.004	1.9443
TRINITY_DN1568_c1_g1_i1	6824	6512.09	534.047	4.752
TRINITY_DN1568_c2_g1_i1	2167	1855.09	457.304	14.2842
TRINITY_DN1546_c0_g1_i1	1073	761.092	117.534	8.94836
TRINITY_DN1546_c0_g1_i2	10861	10549.1	567.869	3.11926
TRINITY_DN1546_c0_g1_i4	10779	10467.1	3268.13	18.0922
TRINITY_DN1546_c0_g1_i6	988	676.12	157.523	13.5001
TRINITY_DN1546_c0_g1_i3	1079	767.092	100.943	7.62513
TRINITY_DN1546_c0_g1_i5	1280	968.092	0	0
TRINITY_DN1500_c0_g1_i1	2350	2038.09	802.823	22.8252
TRINITY_DN1500_c1_g1_i8	5293	4981.09	107.059	1.24543
TRINITY_DN1500_c1_g1_i6	2594	2282.09	426.167	10.8209
TRINITY_DN1500_c1_g1_i11	246	34.7629	0	0
TRINITY_DN1500_c1_g1_i7	5293	4981.09	151.793	1.76581
TRINITY_DN1500_c1_g1_i9	1975	1663.09	32.2455	1.12349
TRINITY_DN1500_c1_g1_i4	824	513.233	62.2599	7.02931
TRINITY_DN1500_c1_g1_i10	3504	3192.09	750.207	13.6183
TRINITY_DN1500_c1_g1_i2	684	375.502	10.9274	1.68626
TRINITY_DN1500_c1_g1_i3	5308	4996.09	122.166	1.41689
TRINITY_DN1500_c1_g1_i12	3536	3224.09	53.6317	0.9639
TRINITY_DN1500_c1_g1_i1	692	383.334	15.1609	2.29174
TRINITY_DN1500_c2_g1_i1	605	299.972	56	10.8174
TRINITY_DN1500_c3_g1_i1	244	34.034	2.08324	3.54685
TRINITY_DN1500_c4_g1_i1	210	23.7828	0	0
TRINITY_DN1500_c5_g1_i1	1552	1240.09	115.705	5.4065
TRINITY_DN1500_c6_g1_i1	210	23.7828	2	4.87287
TRINITY_DN1588_c0_g1_i1	835	524.119	41.671	4.60704
TRINITY_DN1588_c0_g1_i2	1082	770.092	153.329	11.5372
TRINITY_DN1588_c0_g2_i1	288	52.6168	6	6.60761
TRINITY_DN1588_c0_g4_i2	841	530.076	13.1674	1.4394
TRINITY_DN1588_c0_g4_i1	830	519.16	13.8341	1.54407
TRINITY_DN1588_c0_g5_i1	672	363.904	48	7.64315
TRINITY_DN1588_c0_g6_i1	231	29.8036	0	0
TRINITY_DN1588_c0_g3_i2	3172	2860.09	473.551	9.59411
TRINITY_DN1588_c0_g3_i3	3335	3023.09	590.068	11.3102
TRINITY_DN1588_c1_g1_i1	6247	5935.09	814.378	7.95091
TRINITY_DN1588_c1_g1_i2	6240	5928.09	743.622	7.26867
TRINITY_DN1588_c2_g1_i1	469	178.023	21.7877	7.09174
TRINITY_DN1561_c0_g2_i2	2448	2136.09	343.517	9.31849
TRINITY_DN1561_c0_g2_i3	1946	1634.09	78.1527	2.77131
TRINITY_DN1561_c0_g2_i4	524	225.644	3	0.770399
TRINITY_DN1561_c0_g2_i1	1447	1135.09	33.431	1.70662
TRINITY_DN1561_c0_g1_i5	2946	2634.09	422.505	9.29434
TRINITY_DN1561_c0_g1_i10	3318	3006.09	94.2099	1.81598
TRINITY_DN1561_c0_g1_i7	1145	833.092	19.2091	1.33608
TRINITY_DN1561_c0_g1_i11	703	394.075	10.3831	1.52675
TRINITY_DN1561_c0_g1_i9	2970	2658.09	112.916	2.46151
TRINITY_DN1561_c0_g1_i6	233	30.3795	1	1.90738
TRINITY_DN1561_c0_g1_i2	2720	2408.09	136.766	3.29096
TRINITY_DN1561_c0_g1_i8	2744	2432.09	30.0895	0.716892
TRINITY_DN1561_c1_g1_i1	211	24.1432	2	4.80014
TRINITY_DN1587_c0_g1_i1	3105	2793.09	1908	39.5832
TRINITY_DN1530_c0_g1_i1	779	468.683	113	13.9707
TRINITY_DN1571_c0_g1_i3	8628	8316.09	537.209	3.74319
TRINITY_DN1571_c0_g1_i7	10699	10387.1	199.4	1.11237
TRINITY_DN1571_c0_g1_i10	10786	10474.1	87.6151	0.484708
TRINITY_DN1571_c0_g1_i1	9327	9015.09	127.297	0.818212
TRINITY_DN1571_c0_g1_i8	11187	10875.1	272.67	1.45286
TRINITY_DN1571_c0_g1_i12	10143	9831.09	578.41	3.4092
TRINITY_DN1571_c0_g1_i6	11119	10807.1	156.862	0.841061
TRINITY_DN1571_c0_g1_i4	11274	10962.1	124.219	0.656617
TRINITY_DN1571_c0_g1_i2	11819	11507.1	851.375	4.2872
TRINITY_DN1571_c0_g1_i15	10229	9917.09	466.779	2.72737
TRINITY_DN1571_c0_g1_i9	11078	10766.1	431.405	2.32191
TRINITY_DN1571_c0_g1_i5	5926	5614.09	890.351	9.18966
TRINITY_DN1571_c0_g1_i13	11906	11594.1	404.408	2.02116
TRINITY_DN1597_c0_g1_i30	13350	13038.1	136.691	0.607496
TRINITY_DN1597_c0_g1_i11	18944	18632.1	319.588	0.993908
TRINITY_DN1597_c0_g1_i26	18601	18289.1	95.439	0.302379
TRINITY_DN1597_c0_g1_i5	14200	13888.1	187.732	0.783274
TRINITY_DN1597_c0_g1_i9	18880	18568.1	251.663	0.785363
TRINITY_DN1597_c0_g1_i6	18536	18224.1	76.7892	0.244159
TRINITY_DN1597_c0_g1_i28	14888	14576.1	37.2057	0.147906
TRINITY_DN1597_c0_g1_i25	18781	18469.1	551.385	1.72993
TRINITY_DN1597_c0_g1_i8	1235	923.092	31.8367	1.99848
TRINITY_DN1597_c0_g1_i15	14295	13983.1	401.286	1.66291
TRINITY_DN1597_c0_g1_i16	13351	13039.1	30.6845	0.136361
TRINITY_DN1597_c0_g1_i18	13445	13133.1	307.569	1.35704
TRINITY_DN1597_c0_g1_i29	18632	18320.1	302.145	0.955665
TRINITY_DN1597_c0_g1_i22	18633	18321.1	293.425	0.928034
TRINITY_DN1597_c0_g1_i1	14200	13888.1	731.142	3.05054
TRINITY_DN1597_c0_g1_i33	18782	18470.1	534.806	1.67782
TRINITY_DN1597_c0_g1_i17	14889	14577.1	35.8421	0.142476
TRINITY_DN1597_c0_g1_i21	18537	18225.1	74.5713	0.237094
TRINITY_DN1597_c0_g1_i23	14296	13984.1	385.755	1.59843
TRINITY_DN1597_c0_g1_i20	849	538.023	10.4021	1.12031
TRINITY_DN1597_c0_g1_i24	18945	18633.1	310.086	0.964307
TRINITY_DN1597_c0_g1_i3	930	618.664	14.2241	1.33226
TRINITY_DN1597_c0_g1_i19	3378	3066.09	123.537	2.33469
TRINITY_DN1597_c0_g1_i7	13351	13039.1	131.195	0.583025
TRINITY_DN1564_c0_g1_i1	547	246.207	40.5265	9.53796
TRINITY_DN1564_c0_g2_i1	1108	796.092	26.1082	1.90034
TRINITY_DN1564_c0_g2_i2	1087	775.092	69.0894	5.16507
TRINITY_DN1564_c0_g3_i1	443	156.937	2.07738	0.767021
TRINITY_DN1564_c0_g3_i2	2331	2019.09	234.702	6.73564
TRINITY_DN1564_c0_g3_i3	2813	2501.09	394.76	9.1458
TRINITY_DN1564_c1_g1_i1	6014	5702.09	947.93	9.63297
TRINITY_DN1564_c1_g1_i2	5978	5666.09	443.07	4.53113
TRINITY_DN1564_c2_g1_i1	319	69.4919	9.62008	8.02162
TRINITY_DN1528_c0_g1_i1	1348	1036.09	604	33.7797
TRINITY_DN1503_c0_g1_i1	1196	884.092	766	50.2052
TRINITY_DN1503_c1_g1_i1	3344	3032.09	230.151	4.39833
TRINITY_DN1503_c1_g1_i6	262	40.9168	2.89422	4.09871
TRINITY_DN1503_c1_g1_i4	429	145.825	0	0
TRINITY_DN1503_c1_g1_i3	2972	2660.09	1022.96	22.2832
TRINITY_DN1503_c1_g2_i3	504	208.056	18.2891	5.09367
TRINITY_DN1503_c1_g2_i1	678	369.727	81.4198	12.7605
TRINITY_DN1503_c1_g2_i2	462	172.144	16.4196	5.52697
TRINITY_DN1503_c2_g1_i1	1239	927.092	120.329	7.52082
TRINITY_DN1503_c2_g1_i2	885	573.879	36.6711	3.70272
TRINITY_DN1537_c0_g1_i1	3101	2789.09	3155.69	65.5615
TRINITY_DN1537_c0_g2_i1	2113	1801.09	121.993	3.92481
TRINITY_DN1537_c0_g2_i2	2113	1801.09	73.1961	2.35488
TRINITY_DN1537_c1_g1_i1	8613	8301.09	2522	17.6047
TRINITY_DN1537_c2_g1_i1	425	142.655	2	0.812382
TRINITY_DN1524_c0_g1_i1	5100	4788.09	3521	42.611
TRINITY_DN1583_c0_g1_i2	1959	1647.09	194.874	6.85574
TRINITY_DN1583_c0_g1_i1	1833	1521.09	1104.13	42.0611
TRINITY_DN1551_c0_g1_i1	2142	1830.09	1062.62	33.6452
TRINITY_DN1551_c0_g1_i2	2070	1758.09	1070.38	35.2788
TRINITY_DN1555_c0_g1_i2	1403	1091.09	24.2039	1.28541
TRINITY_DN1555_c0_g1_i3	3321	3009.09	72.0772	1.38797
TRINITY_DN1555_c0_g1_i1	2914	2602.09	632.719	14.0898
TRINITY_DN1517_c0_g1_i1	4522	4210.09	1049.26	14.4414
TRINITY_DN1517_c0_g1_i3	4873	4561.09	765.924	9.73049
TRINITY_DN1517_c0_g1_i2	4805	4493.09	47.9687	0.618629
TRINITY_DN1517_c0_g1_i5	4454	4142.09	53.2614	0.745093
TRINITY_DN1517_c0_g1_i4	1017	705.092	14.5834	1.19848
TRINITY_DN1517_c0_g2_i2	1417	1105.09	59.4465	3.11706
TRINITY_DN1517_c0_g2_i1	1857	1545.09	1190.55	44.6491
TRINITY_DN1517_c0_g2_i3	907	595.785	38	3.69583
TRINITY_DN1517_c1_g1_i1	509	212.41	9	2.4552
TRINITY_DN1506_c0_g1_i2	1034	722.092	27.1604	2.17953
TRINITY_DN1506_c0_g1_i1	1046	734.092	547.84	43.2435
TRINITY_DN1506_c0_g2_i1	763	452.896	100	12.7944
TRINITY_DN1506_c0_g3_i1	572	269.063	7	1.50751
TRINITY_DN1522_c0_g1_i7	4144	3832.09	299.444	4.5279
TRINITY_DN1522_c0_g1_i6	2530	2218.09	195.501	5.10725
TRINITY_DN1522_c0_g1_i5	3883	3571.09	65.8292	1.06816
TRINITY_DN1522_c0_g1_i2	3253	2941.09	40.4798	0.797532
TRINITY_DN1522_c0_g1_i1	3662	3350.09	148.529	2.56905
TRINITY_DN1522_c0_g1_i4	3923	3611.09	6.81959	0.10943
TRINITY_DN1522_c0_g1_i3	3514	3202.09	1.39757	0.0252905
TRINITY_DN1586_c0_g1_i1	4120	3808.09	132.254	2.01242
TRINITY_DN1586_c0_g1_i3	4735	4423.09	1332.3	17.4539
TRINITY_DN1586_c0_g1_i2	4763	4451.09	582.448	7.58244
TRINITY_DN1586_c0_g2_i1	225	27.8444	0	0
TRINITY_DN1549_c0_g1_i8	5164	4852.09	344.369	4.11256
TRINITY_DN1549_c0_g1_i11	6810	6498.09	867.246	7.73347
TRINITY_DN1549_c0_g1_i4	7210	6898.09	44.9755	0.377803
TRINITY_DN1549_c0_g1_i6	597	292.393	3.44722	0.683156
TRINITY_DN1549_c0_g1_i1	6798	6486.09	906.325	8.09689
TRINITY_DN1549_c0_g1_i2	5152	4840.09	364.989	4.36963
TRINITY_DN1549_c0_g1_i14	7198	6886.09	48.6485	0.409369
TRINITY_DN1549_c1_g1_i4	6985	6673.09	954.237	8.28604
TRINITY_DN1549_c1_g1_i2	1251	939.092	9.06445	0.559308
TRINITY_DN1549_c1_g1_i1	6588	6276.09	642.532	5.93231
TRINITY_DN1549_c1_g1_i3	1624	1312.09	44.9913	1.98693
TRINITY_DN1549_c1_g2_i2	2651	2339.09	717.387	17.7715
TRINITY_DN1549_c1_g2_i1	2579	2267.09	36.6126	0.935791
TRINITY_DN1549_c2_g1_i1	341	82.9983	7	4.88705
TRINITY_DN1592_c0_g1_i1	903	591.797	3068	300.4
TRINITY_DN1512_c0_g1_i2	1806	1494.09	2703.99	104.868
TRINITY_DN1512_c0_g1_i1	1751	1439.09	2271.01	91.4427
TRINITY_DN1513_c0_g1_i1	3903	3591.09	1000.45	16.143
TRINITY_DN1513_c0_g1_i2	3889	3577.09	901.368	14.6012
TRINITY_DN1593_c0_g1_i1	7282	6970.09	1480	12.3039
TRINITY_DN1593_c0_g2_i1	834	523.119	11.0086	1.2194
TRINITY_DN1595_c0_g1_i1	3215	2903.09	4004	79.9192
TRINITY_DN1595_c0_g2_i1	4110	3798.09	296.636	4.52561
TRINITY_DN1595_c0_g2_i10	4167	3855.09	99.4565	1.49491
TRINITY_DN1595_c0_g2_i2	4109	3797.09	259.452	3.95935
TRINITY_DN1595_c0_g2_i4	4118	3806.09	296.517	4.51428
TRINITY_DN1595_c0_g2_i13	893	581.832	16.382	1.63149
TRINITY_DN1595_c0_g2_i9	4175	3863.09	99.7568	1.49632
TRINITY_DN1595_c0_g2_i3	4636	4324.09	893.585	11.9745
TRINITY_DN1595_c0_g2_i6	4627	4315.09	796.762	10.6993
TRINITY_DN1595_c0_g2_i8	4635	4323.09	794.387	10.6477
TRINITY_DN1595_c0_g2_i5	4628	4316.09	896.294	12.0331
TRINITY_DN1595_c0_g2_i7	4117	3805.09	259.354	3.94954
TRINITY_DN1595_c0_g2_i11	1121	809.092	13.504	0.967125
TRINITY_DN1595_c1_g1_i3	2373	2061.09	170.468	4.7925
TRINITY_DN1595_c1_g1_i1	391	116.938	25.262	12.5179
TRINITY_DN1595_c1_g1_i2	341	82.9983	0	0
TRINITY_DN1595_c1_g2_i2	1241	929.092	75.1315	4.68577
TRINITY_DN1595_c1_g2_i4	1711	1399.09	9.16384	0.379533
TRINITY_DN1595_c1_g2_i1	2948	2636.09	122.306	2.68846
TRINITY_DN1595_c1_g2_i3	2586	2274.09	319.399	8.13848
TRINITY_DN1595_c2_g1_i1	359	94.6062	1	0.612489
TRINITY_DN1558_c0_g1_i1	3190	2878.09	2079.62	41.8694
TRINITY_DN1558_c0_g1_i2	3391	3079.09	1171.38	22.0442
TRINITY_DN1566_c0_g1_i2	2073	1761.09	1261.63	41.5114
TRINITY_DN1566_c0_g1_i1	668	360.093	75.3718	12.1286
TRINITY_DN1566_c0_g2_i1	463	172.975	1	0.334992
TRINITY_DN1562_c0_g1_i2	1865	1553.09	115.097	4.29422
TRINITY_DN1562_c0_g1_i1	1877	1565.09	1258.9	46.6091
TRINITY_DN1540_c0_g1_i1	898	586.821	512	50.5571
TRINITY_DN1516_c0_g1_i6	2731	2419.09	380.684	9.11865
TRINITY_DN1516_c0_g1_i9	233	30.3795	0	0
TRINITY_DN1516_c0_g1_i2	3702	3390.09	171.687	2.93457
TRINITY_DN1516_c0_g1_i7	3321	3009.09	538.315	10.3662
TRINITY_DN1516_c0_g1_i1	3548	3236.09	387.297	6.93491
TRINITY_DN1516_c0_g1_i8	4292	3980.09	252.791	3.68033
TRINITY_DN1516_c0_g1_i4	4138	3826.09	509.615	7.71799
TRINITY_DN1516_c0_g1_i5	2577	2265.09	291.873	7.46664
TRINITY_DN1516_c0_g1_i3	3167	2855.09	443.197	8.99486
TRINITY_DN1516_c1_g1_i5	2382	2070.09	614.343	17.1965
TRINITY_DN1516_c1_g1_i12	239	32.2886	0	0
TRINITY_DN1516_c1_g1_i11	2570	2258.09	905.674	23.2407
TRINITY_DN1516_c1_g1_i8	611	305.604	20.6881	3.92265
TRINITY_DN1516_c1_g1_i9	1598	1286.09	10.9074	0.491437
TRINITY_DN1516_c1_g1_i4	1368	1056.09	63.6115	3.49021
TRINITY_DN1516_c1_g1_i1	1559	1247.09	29.1085	1.35251
TRINITY_DN1516_c1_g1_i10	2017	1705.09	112.769	3.8323
TRINITY_DN1516_c1_g1_i2	213	24.5224	1.13301	2.67725
TRINITY_DN1516_c1_g1_i7	2032	1720.09	574.886	19.3664
TRINITY_DN1516_c1_g1_i6	529	229.994	5.9991	1.51143
TRINITY_DN1516_c1_g1_i3	222	26.9665	1.2259	2.6342
TRINITY_DN1516_c1_g2_i1	217	25.5682	11.1768	25.3301
TRINITY_DN1516_c1_g3_i1	2845	2533.09	1197.34	27.3895
TRINITY_DN1516_c1_g4_i1	483	189.887	71.5638	21.8381
TRINITY_DN1516_c2_g1_i1	2568	2256.09	406.839	10.4492
TRINITY_DN1536_c0_g1_i6	3261	2949.09	27.0678	0.531842
TRINITY_DN1536_c0_g1_i2	4444	4132.09	75.8276	1.06335
TRINITY_DN1536_c0_g1_i3	2091	1779.09	291.025	9.47873
TRINITY_DN1536_c0_g1_i8	4374	4062.09	170.425	2.43109
TRINITY_DN1536_c0_g1_i11	4398	4086.09	364.162	5.16421
TRINITY_DN1536_c0_g1_i7	2566	2254.09	37.6381	0.967551
TRINITY_DN1575_c0_g1_i1	5069	4757.09	3329	40.5499
TRINITY_DN1563_c0_g2_i1	771	460.786	78.5046	9.8722
TRINITY_DN1563_c0_g1_i2	279	48.5247	1.80368	2.15384
TRINITY_DN1563_c0_g3_i1	1635	1323.09	266.648	11.6779
TRINITY_DN1563_c0_g3_i2	1624	1312.09	152.877	6.75141
TRINITY_DN1563_c0_g4_i2	2266	1954.09	0	0
TRINITY_DN1563_c0_g4_i1	2358	2046.09	414	11.7245
TRINITY_DN1563_c1_g1_i3	1107	795.092	800.954	58.3725
TRINITY_DN1563_c1_g1_i1	2516	2204.09	424.611	11.163
TRINITY_DN1563_c1_g1_i2	221	26.6183	0	0
TRINITY_DN1563_c1_g1_i4	2542	2230.09	0	0
TRINITY_DN1563_c2_g1_i1	305	61.3287	11	10.3931
TRINITY_DN1547_c0_g1_i1	2211	1899.09	1276	38.9334
TRINITY_DN1596_c0_g1_i3	1600	1288.09	28.3975	1.27747
TRINITY_DN1596_c0_g1_i2	1201	889.092	122.825	8.00493
TRINITY_DN1596_c0_g1_i1	1263	951.092	614.778	37.4553
TRINITY_DN1591_c0_g1_i1	1457	1145.09	100.803	5.10092
TRINITY_DN1591_c0_g1_i2	1027	715.092	2153.43	174.497
TRINITY_DN1591_c0_g2_i6	294	55.5855	0	0
TRINITY_DN1591_c0_g2_i5	358	93.9082	28.1019	17.34
TRINITY_DN1591_c0_g2_i2	218	25.7775	3.0019	6.74796
TRINITY_DN1591_c0_g2_i3	1637	1325.09	57.434	2.51155
TRINITY_DN1591_c0_g2_i4	1550	1238.09	1117.37	52.295
TRINITY_DN1591_c0_g2_i8	2321	2009.09	650.829	18.7709
TRINITY_DN1591_c0_g2_i1	306	61.92	0	0
TRINITY_DN1591_c0_g2_i7	2408	2096.09	97.9145	2.70679
TRINITY_DN1591_c1_g1_i1	527	228.28	91	23.0989
TRINITY_DN1591_c2_g1_i1	4493	4181.09	872	12.0849
TRINITY_DN1510_c0_g1_i1	1834	1522.09	695.231	26.4671
TRINITY_DN1510_c0_g1_i2	1835	1523.09	82.7691	3.14891
TRINITY_DN1557_c0_g1_i1	8702	8390.09	4284	29.587
TRINITY_DN1554_c0_g1_i5	5628	5316.09	392.527	4.27854
TRINITY_DN1554_c0_g1_i11	5246	4934.09	137.255	1.61191
TRINITY_DN1554_c0_g1_i10	5642	5330.09	893.917	9.71808
TRINITY_DN1554_c0_g1_i7	5215	4903.09	115.122	1.36053
TRINITY_DN1554_c0_g1_i9	5261	4949.09	70.0231	0.819848
TRINITY_DN1554_c0_g1_i1	5640	5328.09	20.7718	0.225902
TRINITY_DN1554_c0_g1_i2	5627	5315.09	1037.38	11.3096
TRINITY_DN1560_c0_g1_i3	2732	2420.09	42.4382	1.01612
TRINITY_DN1560_c0_g1_i2	2256	1944.09	738.875	22.0228
TRINITY_DN1560_c0_g1_i4	2422	2110.09	473.498	13.0027
