target_id	length	eff_length	est_counts	tpm
TRINITY_DN1506_c0_g1_i2	6917	6649.51	282.02	3.09897
TRINITY_DN1506_c0_g1_i3	2818	2550.51	108.757	3.11571
TRINITY_DN1506_c0_g1_i8	4626	4358.51	176.645	2.96136
TRINITY_DN1506_c0_g1_i13	284	69.629	1	1.04939
TRINITY_DN1506_c0_g1_i10	6984	6716.51	792.568	8.62224
TRINITY_DN1506_c0_g1_i5	6948	6680.51	506.864	5.54382
TRINITY_DN1506_c0_g1_i12	2953	2685.51	142.677	3.88199
TRINITY_DN1506_c0_g2_i1	635	368.561	5.13771	1.01856
TRINITY_DN1506_c0_g2_i2	489	229.534	10.8623	3.45781
TRINITY_DN1506_c0_g3_i1	430	177.58	3	1.23439
TRINITY_DN1522_c0_g1_i1	1205	937.508	1068	83.2384
TRINITY_DN1586_c0_g1_i1	1491	1223.51	1084	64.7366
TRINITY_DN1586_c0_g2_i1	2347	2079.51	609.104	21.4022
TRINITY_DN1586_c0_g3_i1	3159	2891.51	1036	26.1796
TRINITY_DN1586_c0_g5_i2	306	83.3617	10	8.76518
TRINITY_DN1586_c0_g5_i3	456	199.953	3.07444	1.12348
TRINITY_DN1586_c0_g5_i1	220	35.692	0.231378	0.473673
TRINITY_DN1586_c0_g4_i3	208	30.1507	3.14638	7.62503
TRINITY_DN1586_c0_g4_i2	300	79.4916	1.0647	0.978668
TRINITY_DN1586_c0_g4_i4	319	92.1021	7	5.55336
TRINITY_DN1586_c0_g6_i1	929	661.508	111	12.2607
TRINITY_DN1586_c0_g7_i1	652	385.264	92.831	17.606
TRINITY_DN1586_c1_g1_i4	8130	7862.51	333.57	3.09994
TRINITY_DN1586_c1_g1_i3	802	534.547	8.46764	1.15745
TRINITY_DN1586_c1_g1_i2	8325	8057.51	199.009	1.80468
TRINITY_DN1586_c1_g1_i5	8244	7976.51	634.89	5.81585
TRINITY_DN1586_c4_g1_i1	1067	799.508	46	4.204
TRINITY_DN1586_c6_g1_i1	284	69.629	3	3.14817
TRINITY_DN1549_c0_g1_i3	1210	942.508	39.9474	3.09693
TRINITY_DN1549_c0_g1_i1	2442	2174.51	602.414	20.2424
TRINITY_DN1549_c0_g1_i2	2427	2159.51	90.1554	3.05045
TRINITY_DN1549_c0_g1_i4	2808	2540.51	147.483	4.2418
TRINITY_DN1549_c0_g2_i1	249	49.6029	1	1.47306
TRINITY_DN1592_c0_g1_i2	832	564.508	13444.3	1740.19
TRINITY_DN1592_c0_g1_i1	856	588.508	1703.67	211.524
TRINITY_DN1512_c0_g1_i3	294	75.7211	12.5956	12.1542
TRINITY_DN1512_c0_g1_i6	1540	1272.51	100.675	5.78081
TRINITY_DN1512_c0_g1_i5	1121	853.508	11.3791	0.974155
TRINITY_DN1512_c0_g1_i2	560	295.71	33.4044	8.25402
TRINITY_DN1512_c0_g1_i1	1589	1321.51	21.9459	1.21342
TRINITY_DN1512_c1_g1_i2	886	618.508	19.3445	2.28528
TRINITY_DN1512_c1_g1_i3	799	531.547	26.9702	3.7074
TRINITY_DN1512_c1_g1_i4	1682	1414.51	42.6677	2.20405
TRINITY_DN1512_c1_g1_i1	1681	1413.51	769.018	39.7526
TRINITY_DN1512_c1_g2_i1	249	49.6029	0	0
TRINITY_DN1512_c1_g3_i1	857	589.508	11	1.36342
TRINITY_DN1512_c1_g4_i1	916	648.508	24	2.7041
TRINITY_DN1513_c0_g1_i2	2836	2568.51	547.675	15.5801
TRINITY_DN1513_c0_g1_i1	2899	2631.51	582.325	16.1692
TRINITY_DN1593_c0_g1_i3	2853	2585.51	206.274	5.82944
TRINITY_DN1593_c0_g1_i6	275	64.2972	5.63553	6.40428
TRINITY_DN1593_c0_g1_i1	5266	4998.51	668.111	9.76642
TRINITY_DN1593_c0_g1_i5	3181	2913.51	214.574	5.3813
TRINITY_DN1593_c0_g1_i2	3498	3230.51	294.94	6.67099
TRINITY_DN1593_c0_g1_i7	5262	4994.51	150.504	2.20182
TRINITY_DN1593_c0_g1_i4	764	496.605	24.9617	3.67274
TRINITY_DN1595_c0_g1_i1	2589	2321.51	805.72	25.3595
TRINITY_DN1595_c0_g1_i2	1334	1066.51	12.2797	0.841297
TRINITY_DN1558_c0_g1_i1	644	377.433	3527	682.799
TRINITY_DN1566_c0_g1_i1	4243	3975.51	10077	185.211
TRINITY_DN1566_c0_g2_i1	308	84.6608	8.42773	7.27371
TRINITY_DN1566_c0_g3_i1	249	49.6029	5	7.36529
TRINITY_DN1566_c1_g1_i4	1831	1563.51	139.882	6.53715
TRINITY_DN1566_c1_g1_i5	822	554.516	62.7853	8.27315
TRINITY_DN1566_c1_g1_i7	2456	2188.51	38.3312	1.27977
TRINITY_DN1566_c1_g1_i2	1775	1507.51	12.544	0.607998
TRINITY_DN1566_c1_g1_i1	2512	2244.51	2.68152e-05	8.72945e-07
TRINITY_DN1566_c1_g1_i6	2991	2723.51	234.192	6.28307
TRINITY_DN1566_c1_g1_i3	2310	2042.51	185.265	6.62762
TRINITY_DN1566_c2_g1_i2	948	680.508	200.758	21.5559
TRINITY_DN1566_c2_g1_i1	954	686.508	130.936	13.9361
TRINITY_DN1566_c3_g1_i1	1842	1574.51	975	45.2467
TRINITY_DN1566_c4_g1_i4	514	252.501	15.7962	4.57105
TRINITY_DN1566_c4_g1_i1	499	238.729	16.2038	4.95951
TRINITY_DN1566_c4_g2_i1	822	554.516	49.32	6.49885
TRINITY_DN1566_c4_g2_i2	821	553.516	81.2167	10.7212
TRINITY_DN1566_c5_g1_i1	336	103.735	17	11.9743
TRINITY_DN1566_c5_g2_i1	855	587.508	7.79125	0.968993
TRINITY_DN1566_c5_g2_i2	854	586.508	130.209	16.2216
TRINITY_DN1562_c0_g1_i2	4063	3795.51	75.2785	1.4492
TRINITY_DN1562_c0_g1_i4	7590	7322.51	243.012	2.4249
TRINITY_DN1562_c0_g1_i5	7559	7291.51	272.085	2.72656
TRINITY_DN1562_c0_g1_i3	7561	7293.51	311.401	3.11969
TRINITY_DN1562_c0_g1_i1	7598	7330.51	385.223	3.83977
TRINITY_DN1540_c0_g1_i1	2732	2464.51	529	15.6839
TRINITY_DN1516_c0_g1_i1	2608	2340.51	1587	49.5443
TRINITY_DN1536_c0_g1_i3	3301	3033.51	139.154	3.3518
TRINITY_DN1536_c0_g1_i6	3305	3037.51	128.339	3.08723
TRINITY_DN1536_c0_g1_i1	3835	3567.51	48.9621	1.00282
TRINITY_DN1536_c0_g1_i9	3406	3138.51	594.859	13.849
TRINITY_DN1536_c0_g1_i8	468	210.554	2.24058	0.777543
TRINITY_DN1536_c0_g1_i7	3410	3142.51	552.137	12.838
TRINITY_DN1536_c0_g1_i4	1749	1481.51	56.32	2.77771
TRINITY_DN1536_c0_g1_i12	3831	3563.51	53.6458	1.09998
TRINITY_DN1536_c0_g1_i2	2962	2694.51	53.3425	1.44651
TRINITY_DN1575_c0_g1_i1	1225	957.508	635	48.4572
TRINITY_DN1563_c0_g1_i1	4462	4194.51	2441	42.522
TRINITY_DN1547_c0_g1_i1	1733	1465.51	215	10.7196
TRINITY_DN1547_c0_g2_i3	3984	3716.51	251.733	4.94917
TRINITY_DN1547_c0_g2_i1	1575	1307.51	133.194	7.44334
TRINITY_DN1547_c0_g2_i2	5106	4838.51	675.226	10.1968
TRINITY_DN1547_c0_g3_i1	710	442.79	60	9.90104
TRINITY_DN1547_c0_g4_i1	313	88.0338	6.3289	5.25298
TRINITY_DN1547_c1_g1_i1	257	53.8559	0	0
TRINITY_DN1596_c0_g1_i8	292	74.4782	6.93198	6.80073
TRINITY_DN1596_c0_g1_i1	1335	1067.51	651.341	44.5825
TRINITY_DN1596_c0_g1_i9	1596	1328.51	44.2292	2.43261
TRINITY_DN1596_c0_g1_i5	1390	1122.51	195.905	12.7521
TRINITY_DN1596_c0_g1_i4	448	193.011	24.1468	9.14124
TRINITY_DN1596_c0_g1_i6	385	140.352	0	0
TRINITY_DN1596_c0_g1_i10	340	106.526	20.5587	14.1016
TRINITY_DN1596_c0_g1_i3	2219	1951.51	56.1541	2.10251
TRINITY_DN1596_c0_g2_i3	1236	968.508	150.165	11.329
TRINITY_DN1596_c0_g2_i2	1322	1054.51	1586.48	109.929
TRINITY_DN1596_c0_g2_i1	1177	909.508	353.087	28.3663
TRINITY_DN1596_c0_g3_i1	224	37.4302	0	0
TRINITY_DN1591_c0_g1_i7	332	100.972	6	4.34186
TRINITY_DN1591_c0_g1_i9	3939	3671.51	94.9054	1.88875
TRINITY_DN1591_c0_g1_i2	2349	2081.51	85.3836	2.99725
TRINITY_DN1591_c0_g1_i1	2794	2526.51	67.4927	1.95193
TRINITY_DN1591_c0_g1_i3	3563	3295.51	276.759	6.13629
TRINITY_DN1591_c0_g1_i6	3957	3689.51	57.6864	1.14244
TRINITY_DN1591_c0_g1_i4	3171	2903.51	913.959	23.0002
TRINITY_DN1591_c0_g1_i8	3971	3703.51	274.505	5.41581
TRINITY_DN1591_c0_g1_i5	3207	2939.51	117.329	2.91647
TRINITY_DN1591_c1_g1_i1	709	441.809	56	9.26149
TRINITY_DN1591_c2_g1_i1	329	98.9831	0	0
TRINITY_DN1591_c2_g1_i4	400	152.527	8.61483	4.12693
TRINITY_DN1591_c2_g1_i3	393	146.773	2.22148	1.10592
TRINITY_DN1510_c0_g2_i1	212	31.9293	3.04235	6.96222
TRINITY_DN1510_c0_g3_i2	974	706.508	126.093	13.0407
TRINITY_DN1510_c0_g4_i1	230	40.004	4.07471	7.44252
TRINITY_DN1510_c0_g5_i1	1193	925.508	293.141	23.1432
TRINITY_DN1510_c1_g1_i1	613	347.098	161	33.8923
TRINITY_DN1510_c2_g1_i1	242	45.9129	1	1.59145
TRINITY_DN1510_c2_g2_i1	268	60.2152	3	3.64034
TRINITY_DN1510_c3_g1_i1	223	37.0206	1	1.97371
TRINITY_DN1557_c0_g1_i6	1183	915.508	16.4377	1.31192
TRINITY_DN1557_c0_g1_i4	3583	3315.51	0.369481	0.00814272
TRINITY_DN1557_c0_g1_i1	4440	4172.51	246.304	4.31323
TRINITY_DN1557_c0_g1_i3	3328	3060.51	41.4068	0.988566
TRINITY_DN1557_c0_g1_i2	3594	3326.51	0	0
TRINITY_DN1557_c0_g1_i5	341	107.245	3.48154	2.37204
TRINITY_DN1557_c0_g2_i1	4905	4637.51	459.655	7.24227
TRINITY_DN1557_c1_g1_i1	2401	2133.51	148.035	5.06989
TRINITY_DN1557_c2_g1_i1	395	148.404	7	3.44651
TRINITY_DN1554_c0_g1_i1	1525	1257.51	515.957	29.9799
TRINITY_DN1554_c0_g1_i2	1685	1417.51	240.043	12.3734
TRINITY_DN1560_c0_g1_i2	1680	1412.51	109.687	5.67403
TRINITY_DN1560_c0_g1_i1	1626	1358.51	426.313	22.9294
TRINITY_DN1560_c1_g1_i7	753	485.612	5.66324	0.852124
TRINITY_DN1560_c1_g1_i11	3017	2749.51	0	0
TRINITY_DN1560_c1_g1_i1	249	49.6029	0	0
TRINITY_DN1560_c1_g1_i4	3699	3431.51	41.98	0.893891
TRINITY_DN1560_c1_g1_i13	4755	4487.51	368.244	5.99594
TRINITY_DN1560_c1_g1_i10	4716	4448.51	264.954	4.35195
TRINITY_DN1560_c1_g1_i5	3110	2842.51	106.401	2.7351
TRINITY_DN1560_c1_g1_i2	4447	4179.51	99.5309	1.74004
TRINITY_DN1560_c1_g1_i9	296	76.9737	5.90574	5.60608
TRINITY_DN1560_c1_g1_i3	1893	1625.51	16.6765	0.749622
TRINITY_DN1560_c1_g2_i1	456	199.953	29	10.5974
TRINITY_DN1560_c2_g1_i1	543	279.571	12.5696	3.28516
TRINITY_DN1560_c3_g1_i1	288	72.0811	4	4.05477
TRINITY_DN1560_c4_g1_i1	202	27.4253	4.67911	12.4664
TRINITY_DN1502_c0_g1_i3	2357	2089.51	240.039	8.39391
TRINITY_DN1502_c0_g1_i1	2359	2091.51	283.961	9.92035
TRINITY_DN1515_c0_g1_i1	965	697.508	2392	250.576
TRINITY_DN1545_c0_g1_i2	1872	1604.51	120.444	5.48491
TRINITY_DN1545_c0_g1_i1	2518	2250.51	928.556	30.1478
TRINITY_DN1556_c0_g1_i1	1673	1405.51	2302	119.674
TRINITY_DN1538_c0_g1_i1	4576	4308.51	2279	38.6496
TRINITY_DN1553_c0_g1_i1	4039	3771.51	107.916	2.09073
TRINITY_DN1553_c0_g1_i2	3215	2947.51	64.3564	1.59538
TRINITY_DN1553_c0_g1_i5	5233	4965.51	38.2708	0.563159
TRINITY_DN1553_c0_g1_i3	4982	4714.51	31.9158	0.494649
TRINITY_DN1553_c0_g1_i4	5078	4810.51	218.541	3.31948
TRINITY_DN1553_c0_g2_i1	2946	2678.51	1162.37	31.7088
TRINITY_DN1511_c0_g1_i2	4170	3902.51	642.716	12.0338
TRINITY_DN1511_c0_g1_i3	4368	4100.51	173.213	3.08654
TRINITY_DN1511_c0_g1_i1	4158	3890.51	1323.07	24.8487
TRINITY_DN1511_c0_g2_i1	424	172.443	3	1.27117
TRINITY_DN1511_c0_g3_i1	357	118.906	1	0.614504
TRINITY_DN1507_c0_g1_i1	1416	1148.51	813	51.723
TRINITY_DN1585_c0_g1_i1	5907	5639.51	3535	45.8011
TRINITY_DN1590_c0_g1_i3	673	406.05	7.84	1.4108
TRINITY_DN1590_c0_g1_i10	1421	1153.51	9.80456	0.621062
TRINITY_DN1590_c0_g1_i8	1208	940.508	3.04861	0.236846
TRINITY_DN1590_c0_g1_i9	680	412.991	5.19987	0.91998
TRINITY_DN1590_c0_g1_i11	885	617.508	47.4007	5.6088
TRINITY_DN1590_c0_g1_i1	1253	985.508	6.51359	0.482934
TRINITY_DN1590_c0_g1_i6	1318	1050.51	53.1926	3.69981
TRINITY_DN1572_c0_g1_i3	1931	1663.51	87.1281	3.82702
TRINITY_DN1572_c0_g1_i1	1847	1579.51	11.1574	0.516141
TRINITY_DN1572_c0_g1_i2	1889	1621.51	187.715	8.45875
TRINITY_DN1559_c0_g1_i1	4801	4533.51	411.037	6.62482
TRINITY_DN1559_c0_g1_i2	4831	4563.51	627.963	10.0545
TRINITY_DN1509_c0_g1_i8	997	729.508	33.2881	3.33416
TRINITY_DN1509_c0_g1_i4	1825	1557.51	50.0073	2.34601
TRINITY_DN1509_c0_g1_i6	2216	1948.51	15.1247	0.567169
TRINITY_DN1509_c0_g1_i11	884	616.508	0	0
TRINITY_DN1509_c0_g1_i7	786	518.555	26.7119	3.76389
TRINITY_DN1509_c0_g1_i14	390	144.337	12.6751	6.41657
TRINITY_DN1509_c0_g1_i13	1921	1653.51	366.688	16.2038
TRINITY_DN1509_c0_g1_i12	4104	3836.51	1213.95	23.1202
TRINITY_DN1509_c0_g2_i1	1076	808.508	25.5554	2.30954
TRINITY_DN1509_c1_g1_i1	542	278.652	29.0733	7.62358
TRINITY_DN1577_c0_g1_i1	1989	1721.51	1455	61.7563
TRINITY_DN1544_c0_g1_i2	2617	2349.51	645.364	20.0703
TRINITY_DN1544_c0_g1_i1	2720	2452.51	439.636	13.0982
TRINITY_DN1529_c0_g1_i2	711	443.79	2414.04	397.46
TRINITY_DN1529_c0_g1_i3	1588	1320.51	97.4596	5.39276
TRINITY_DN1529_c0_g1_i1	906	638.508	19.5028	2.23182
TRINITY_DN1504_c0_g1_i4	368	127.204	8	4.59532
TRINITY_DN1504_c0_g1_i5	994	726.508	111	11.1637
TRINITY_DN1504_c0_g1_i1	891	623.508	0	0
TRINITY_DN1504_c0_g1_i3	1011	743.508	0	0
TRINITY_DN1527_c0_g1_i2	862	594.508	283.426	34.8345
